> Shore Bin # 35030, Level 1
110	-7.8896162356
110.000015259	-7.8896162356
110.000839246	-7.8896162356
110.001663233	-7.89040970474
110.003326467	-7.89040970474
110.004135195	-7.89124895094
110.005859464	-7.89124895094
110.006698711	-7.89210345617
110.007476921	-7.89210345617
110.008331426	-7.89291218433
110.009994659	-7.89291218433
110.010864424	-7.89378194858
110.013336385	-7.89378194858
110.014145113	-7.89457541772
110.015808347	-7.89457541772
110.016617075	-7.89547570001
110.018356603	-7.89541466392
110.019134813	-7.89628442817
110.020828565	-7.89628442817
110.021637293	-7.89541466392
110.022507057	-7.89541466392
110.023300526	-7.89628442817
110.024170291	-7.89628442817
110.025024796	-7.89707789731
110.025864042	-7.89707789731
110.026215	-7.89750514992
110.026215	-7.89835965515
110.025864042	-7.89880216678
110.025024796	-7.89880216678
110.024170291	-7.89794766155
110.023300526	-7.89794766155
110.022949569	-7.8983291371
110.024170291	-7.89961089494
110.025024796	-7.89961089494
110.025803006	-7.9004196231
110.026642252	-7.9004196231
110.027496757	-7.90127412833
110.028366522	-7.90127412833
110.029159991	-7.90208285649
110.030029755	-7.90208285649
110.030838483	-7.90293736172
110.031631952	-7.90296787976
110.032501717	-7.90377660792
110.033310445	-7.90377660792
110.03416495	-7.90458533608
110.035034714	-7.90458533608
110.035828183	-7.90543984131
110.038300145	-7.90543984131
110.039200427	-7.90624856947
110.040833143	-7.90624856947
110.041672389	-7.90711833371
110.042496376	-7.90711833371
110.043305104	-7.90791180285
110.044968338	-7.90791180285
110.045777066	-7.90872053101
110.048340581	-7.90875104906
110.049195087	-7.90960555428
110.050812543	-7.90960555428
110.051667048	-7.91041428244
110.053330282	-7.91041428244
110.054200046	-7.91128404669
110.055802243	-7.91128404669
110.056672007	-7.91207751583
110.058365759	-7.91207751583
110.059143969	-7.91294728008
110.06083772	-7.91291676204
110.061661707	-7.91377126726
110.0633402	-7.91377126726
110.064164187	-7.91464103151
110.06582742	-7.91457999542
110.066727703	-7.91544975967
110.068360418	-7.91544975967
110.069199664	-7.9163042649
110.069977874	-7.9163042649
110.07083238	-7.91705195697
110.071671626	-7.91705195697
110.072495613	-7.91792172122
110.074174105	-7.91793698024
110.074967575	-7.91708247501
110.076646067	-7.91708247501
110.077561608	-7.91627374685
110.0783093	-7.91627374685
