YOG -7.792740 110.365100
TRI -7.925920 110.288760
PRA -7.749830 110.493330
DES -7.759950 110.634380
KRI -7.777200 110.640800
WON -7.886910 110.435680
PEL -7.836280 110.305600
RAT -8.028000 110.342000
NGL -7.864300 110.558640
WAN -7.912450 110.522010
BOG -7.954150 110.566200
BUM -7.917930 110.198230
PAL -7.995400 110.487080
