110.28876	-7.92592	-0.034	TRI002
110.63438	-7.75995	-0.124	DES004
110.6408	-7.7772	-0.135	KRI005
110.43568	-7.88691	-0.097	WON006
110.3056	-7.83628	-0.103	PEL007
110.342	-8.028	-0.030	RAT008
110.55864	-7.8643	-0.225	NGL009
110.52201	-7.91245	-0.191	WAN010
110.19823	-7.91793	-0.019	BUM012
110.48708	-7.9954	-0.159	PAL013
