# 2006 6 3 14 12 39.81  -7.9142 110.4738    9.39   1.54 0  0 0 1
PEL   4.42    1      P
PEL   7.88    0.7    S
PAL   2.21    1      P
PAL   3.91    0.7    S
NGL   3.73    0.7    P
NGL   6.78    0.7    S
BUM   5.96    1      P
BUM  10.83    0.7    S
# 2006 6 4  3 47 22.03  -7.9875 110.3972   11.39   0.95 0 0 0 152
WON   2.37    0.7    P
WAN   4.10    0.7    P
WAN   6.88    0.7    S
TRI   3.35    1      P
TRI   6.44    0.7    S
RAT   2.79    0.7    P
RAT   4.73    0.7    S
PEL   4.19    0.7    P
PAL   3.23    1      P
PAL   5.72    0.5    S
NGL   5.01    0.7    P
NGL   8.82    0.7    S
BUM   5.50    0.7    P
BUM   9.72    0.7    S
# 2006 6 4  4 1 54.74  -7.9888 110.4930    5.59   0.82 0 0 0 153
WON   2.99    1     P
WON   5.38    0.7   S
WAN   2.31    1     P
WAN   4.26    0.7   S
RAT   3.85    0.7   P
RAT   7.08    0.7   S
PAL   1.24    1     P
PAL   2.15    0.7   S
# 2006 6 4  4 11  3.87  -7.9483 110.4500    8.11   0.44 0 0 0 154
WON   2.25    0.7   P
WON   4.07    0.7   S
WAN   2.73    1     P
WAN   4.57    0.7   S
PAL   2.19    1     P
PAL   3.97    0.7   S
BUM   5.84    1     P
BUM  10.54    0.7   S
# 2006 6 4  4 35 15.54  -7.8733 110.5440    6.04   1.51 0 0 0 155
WON   2.91    0.7   P
WON   5.26    0.7   S
WAN   1.56    1     P
WAN   2.80    0.7   S
PAL   3.62    0.7   P
PAL   6.42    0.7   S
NGL   1.40    0.7   P
NGL   2.49    0.7   S
DES   3.72    0.5   P
DES   6.53    0.7   S
BUM   7.94    0.7   P
BUM  13.98    0.7   S
# 2006 6 4  4 41  2.10  -7.9257 110.5120    8.87   2.02 0 0 0 156
WON   2.69    1      P
WON   4.34    0.7    S
WAN   1.87    1      P
WAN   3.10    0.7    S
TRI   5.66    1      P
TRI   9.76    0.5    S
RAT   4.69    1      P
RAT   8.12    0.7    S
PEL   5.50    1      P
PAL   2.68    1      P
PAL   4.46    0.7    S
NGL   2.94    0.7    P
NGL   5.00    0.7    S
DES   4.84    2      P
DES   8.34    0.7    S
BUM   7.39    0.7    P
# 2006 6 4  4 45 51.35  -7.9238 110.4997    7.41   0.94 0 0 0 157
WON   2.39    1      P
WON   4.27    0.7    S
WAN   1.58    1      P
WAN   2.81    0.7    S
RAT   4.56    0.7    P
PAL   2.42    1      P
PAL   4.29    0.7    S
NGL   2.62    0.7    P
NGL   4.68    0.7    S
# 2006 6 4  4 51 46.93  -7.9683 110.4575   12.09   1.06 0 0 0 158
WON   2.62    1      P
WAN   3.22    1      P
WAN   5.45    0.7    S
TRI   4.63   0.7     P
TRI   8.03    0.7    S
RAT   3.69   0.7     P
RAT   6.20    0.7    S
PAL   2.86    1      P
PAL   4.70    1      S
NGL   3.85   0.7     P
NGL   7.00    0.5    S
BUM   6.41    1      P
BUM  11.10    0.7    S
# 2006 6 4  5 10  6.89  -7.9970 110.3970   12.11   1.13 0 0 0 159
WON   3.69    1      P
WON   6.42    0.5    S
WAN   4.24    1      P
WAN   7.19    0.7    S
RAT   2.73    0      P
RAT   4.95    0.7    S
PEL   4.73    0.7    P
PEL   8.59    0.5    S
PAL   3.18    1      P
PAL   5.63    0.7    S
NGL   5.10    0.7    P
NGL   8.98    0.7    S
BUM   5.21    1      P
BUM   9.06    0.7    S
# 2006 6 4  5 13 22.40  -7.9435 110.4585    9.37   1.84 0 0 0 160
WON   2.42    1      P
WON   4.27    0.7    S
WAN   2.63    1      P
WAN   4.52    0.7    S
TRI   4.51    1      P
RAT   3.63    1      P
RAT   6.49    0.7    S
PEL   4.56    1      P
PEL   8.05    0.5    S
PAL   2.46    1      P
PAL   4.34    0.7    S
NGL   3.46    1      P
NGL   6.11    0.7    S
BUM   6.16    1      P
BUM  10.91    0.7    S
# 2006 6 4  5 22 10.65  -7.9202 110.4990    5.81   0.32 0 0 0 161
WON   2.20     1     P
WON   3.73     0.7   S
WAN   1.36     1     P
WAN   2.52     0.7   S
PAL   2.22     1     P
PAL   3.96     0.7   S
# 2006 6 4  5 25 50.75  -7.9810 110.3710    5.39   1.51 0 0 0 162
WON   2.75     0.7   P
WON   5.08     0.7   S
WAN   4.10     1     P
WAN   7.53     0.7   S
TRI   2.72     1     P
TRI   4.97     0.7   S
RAT   1.75     0.7   P
RAT   3.16     0.7   S
PEL   3.89     0.7   P
PAL   3.05     1     P
PAL   5.65     0.7   S
NGL   5.18     0.7   P
BUM   4.69     1     P
BUM   7.87     0.7   S
# 2006 6 4  5 25 50.26  8.0105 110.3782   11.51   1.60 0 0 0 163
WON   5.60     0.5  S
WAN   4.60     1    P
WAN   8.02     0.7  S
TRI   3.21     1    P
TRI   6.18     0.7  S
RAT   2.24     0.7  P
PEL   4.38     0.7  P
PEL   8.61     0.5  S
PAL   3.54     1    P
PAL   6.14     0.7  S
NGL   5.66     0    P
NGL   9.85     0.5  S
BUM   5.17     1    P
BUM   9.30     0.7  S
# 2006 6 4  5 27 52.40  -7.9368 110.4637    8.72   0.24 0 0 0 164
WON   2.29     1    P
WON   4.03     0.7  S
WAN   2.36     1    P
WAN   4.20     0.7  S
PAL   2.55     0.7  P
PAL   4.05     0.7  S
NGL   3.23     1    P
NGL   6.02     0.5  S
# 2006 6 4  5 55 49.15  -7.8527 110.5325   13.83   1.06 0 0 0 165
WON   3.55     0.7  P
WON   5.92     0.7  S
WAN   3.28     1    P
WAN   5.51     0.7  S
TRI   6.19     1    P
TRI  10.79     0.5  S
RAT   5.99     1    P
PAL   4.37     1    P
PAL   7.33     0.7  S
NGL   3.05     1    P
NGL   4.91     0.7  S
DES   3.78     0.7  P
BUM   7.65     0.7  P
# 2006 6 4  6 1  2.00  -7.9705 110.4508   10.75   1.61 0 0 0 166
WON   2.89     0.7   P
WON   5.10     0.7   S
WAN   3.15     0.7   P
WAN   5.08     0.5   S
TRI   4.40     0.7   P
TRI   8.15     0.7   S
RAT   3.33     1     P
RAT   5.88     0.7   S
PEL   4.72     0.7   P
PEL   8.77     0.7   S
PAL   2.55     0.7   P
PAL   4.54     0.7   S
NGL   4.04     0.7   P
NGL   6.86     0.7   S
BUM   5.98     1     P
BUM  11.05     0.5   S
# 2006 6 4  6 5 43.19  -7.9270 110.4858   10.65   0.60 0 0 0 167
WON   2.78     0.7   P
WON   4.62     0.7   S
WAN   2.42     1     P
WAN   4.22     0.7   S
RAT   4.49     1     P
RAT   7.76     0.7   S
PAL   2.77     1     P
PAL   4.77     0.7   S
NGL   3.01     1     P
NGL   5.29     0.7   S
# 2006 6 4  6 21 13.30  -7.9058 110.4953   10.68   0.66 0 0 0 168
WON   2.63     1     P
WON   4.60     0.7   S
WAN   2.25     1     P
WAN   4.07     0.7   S
PAL   2.98     1     P
PAL   5.30     0.7   S
# 2006 6 4  6 30 48.07  -7.9220 110.5047    7.95   0.92 0 0 0 169
WON   2.47     1    P
WON   4.47     0.7  S
WAN   1.74     1    P
WAN   3.16     0.7  S
PEL   5.04     0    P
PAL   2.52     0.7  P
PAL   4.37     0.7  S
NGL   2.53     1    P
NGL   4.50     0.5  S
# 2006 6 4  7 5 14.59  -7.9697 110.4437    9.48   0.98 0 0 0 170
WON   2.77     1   P
WON   4.91     0.7 S
WAN   2.92     1   P
WAN   5.28     0.7 S
RAT   3.32     1   P
RAT   5.88     0.7 S
PEL   4.82     1   P
PEL   8.27     0.7 S
PAL   2.31     1   P
PAL   4.09     0.7 S
# 2006 6 4  7 30 14.22  -7.9693 110.3763   12.18   1.89 0 0 0 171
WAN   4.15     1    P
WAN   7.57     0.7  S
TRI   3.07     1    P
TRI   5.85     0.7  S
RAT   2.87     1    P
RAT   5.04     0.7  S
PEL   3.70     0.7  P
PEL   7.47     0.5  S
PAL   3.53     1    P
PAL   6.34     0.5  S
NGL   5.05     1    P
NGL   9.36     0.5  S
BUM   5.15     1    P
BUM   8.35     0.5  S
# 2006 6 4  8 2 18.35  -7.9865 110.4165    7.83   1.78 0 0 0 172
WON   2.90     1   P
WON   5.18     0.7 S
WAN   3.52     1   P
WAN   6.10     0.7 S
TRI   3.83     0.7 P
TRI   6.72     0.5 S
RAT   2.58     0.7 P
RAT   4.45     0.7 S
PEL   4.40     0.7 P
PEL   8.10     0.5 S
PAL   2.48     1   P
PAL   4.30     0.7 S
BUM   5.51     0.7 P
BUM   9.82     0.7 S
# 2006 6 4  8 2 18.46  -7.9825 110.4128    6.90   1.77 0 0 0 173
WON   2.78     1    P
WON   5.07     0.7  S
WAN   3.41     1    P
WAN   5.99     0.7  S
TRI   3.73     0.7  P
TRI   6.60     0.5  S
RAT   2.47     0.7  P
RAT   4.34     0.7  S
PEL   4.39     0.7  P
PEL   7.95     0.7  S
PAL   2.37     1    P
PAL   4.20     0.7  S
BUM   5.41     0.7  P
BUM   9.73     0.7  S
# 2006 6 4  8 23  3.31  -7.9735 110.4423   13.35   0.83 0 0 0 174
WON   3.33     0.7  P
WON   5.79     0.7  S
WAN   3.54     0    P
WAN   6.31     0.7  S
RAT   3.50     0    P
RAT   6.22     0.7  S
PEL   4.87     0.7  P
PEL   8.89     0.7  S
PAL   2.95     1    P
PAL   5.13     0.7  S
NGL   4.28     1    P
NGL   7.53     0.7  S
BUM   6.00     1    P
BUM  10.68     0.7  S
# 2006 6 4  8 27  4.75  -7.9117 110.4605   10.83   0.94 0 0 0 175
WON   2.39     0.7   P
WON   4.19     0.7   S
WAN   2.64     1     P
WAN   4.59     0.7   S
PEL   4.37     1     P
PAL   2.96     1     P
PAL   5.27     0.7   S
# 2006 6 4  8 33  1.45  -7.9650 110.4532   17.38   1.70 0 0 0 176
WON   3.78     1    P
WON   6.26     0.7  S
WAN   4.05     1    P
WAN   7.01     0.7  S
TRI   5.03     0.7  P
TRI   8.54     0.7  S
RAT   4.02     1    P
PAL   3.55     1    P
PAL   5.96     0.7  S
NGL   4.56     0.7  P
NGL   8.07     0.7  S
DES   5.86     0.7  P
BUM   6.28     1    P
BUM  11.01     0.7  S
# 2006 6 4  8 55  3.08  -7.9267 110.4817   10.81   0.58 0 0 0 177
WON   2.73     0.7  P
WON   4.57     0.7  S
WAN   2.47     1    P
WAN   4.33     0.7  S
RAT   4.35     1    P
RAT   7.73     0.7  S
PAL   2.84     1    P
PAL   4.75     0.7  S
NGL   3.09     0.7  P
NGL   5.44     0.7  S
# 2006 6 4  9 4 11.21  -7.9538 110.4663    9.60   1.50 0 0 0 178
WON   2.55     1   P
WON   4.46     0.7 S
WAN   2.64     1   P
WAN   4.74     0.7 S
TRI   4.63     1   P
TRI   8.28     0.5 S
RAT   3.61     1   P
RAT   6.41     0.7 S
PEL   4.74     1   P
PEL   8.63     0.7 S
PAL   2.31     1   P
PAL   4.13     0.7 S
NGL   3.50     1   P
NGL   6.13     0.7 S
BUM   6.30     1   P
BUM  11.26     0.7 S
# 2006 6 4  9 49  8.96  -7.9198 110.5150    8.50   2.18 0 0 0 179
WON   2.58     0.7  P
WON   4.42     0.7  S
WAN   1.76     0    P
WAN   2.98     0.7  S
RAT   4.81     0.7  P
RAT   8.38     0.7  S
PAL   2.79     1    P
PAL   4.76     0.7  S
NGL   2.78     0.7  P
NGL   4.77     0.7  S
DES   4.79     1    P
DES   8.19     0.7  S
BUM   7.39     0.7  P
BUM  13.18     0.7  S
# 2006 6 4 10 36 49.21  -7.9523 110.4458    7.53   1.52 0 0 0 180
WON   2.17     1    P
WON   3.94     0.7  S
WAN   2.64     1    P
WAN   4.88     0.5  S
PAL   2.11     1    P
PAL   3.87     0.7  S
BUM   5.77     0.7  P
BUM  10.66     0.5  S
# 2006 6 4 10 41 43.08  -7.9730 110.4330   15.55   1.92 0 0 0 181
WON   3.59     0.7  P
WON   6.31     0.7  S
WAN   3.85     1    P
WAN   6.93     0.7  S
RAT   3.74     1    P
RAT   6.66     0.7  S
PEL   4.97     0.7  P
PEL   8.99     0.5  S
PAL   3.33     1    P
PAL   5.86     0.7  S
NGL   4.62     0.7  P
NGL   8.04     0.7  S
BUM   5.95     1    P
BUM  10.89     0.5  S
# 2006 6 4 11 18 48.22  -7.9695 110.4067    6.51   1.70 0 0 0 182
WON   2.41    1    P
WON   4.38    0.7  S
WAN   3.43    1    P
WAN   6.31    0.7  S
TRI   3.51    1    P
RAT   2.41    1    P
RAT   4.38    0.7  S
PEL   4.09    0.7  P
PEL   7.51    0.7  S
PAL   2.49    1    P
PAL   4.52    0.5  S
NGL   4.51    0.7  P
NGL   8.07    0.7  S
BUM   5.27    0.7  P
# 2006 6 4 11 25  5.16  -7.9655 110.4022    5.74   1.21 0 0 0 183
WON   2.37    1   P
WON   4.34    0.7 S
WAN   3.40    1   P
WAN   6.30    0.7 S
RAT   2.38    1   P
RAT   4.34    0.7 S
PEL   4.08    0.7 P
PEL   7.00    0.5 S
PAL   2.49    1   P
PAL   4.45    0.7 S
NGL   4.43    0.7 P
NGL   8.02    0.5 S
BUM   5.25    0.7 P
# 2006 6 4 11 55  4.03  -7.9488 110.4922    9.93   2.32 0 0 0 184
WON   2.63    1    P
WON   4.49    0.7  S
WAN   2.42    1    P
WAN   4.19    0.7  S
TRI   5.10    0.7  P
TRI   9.32    0.7  S
RAT   4.11    1    P
RAT   7.18    0.7  S
PEL   5.10    1    P
PEL   9.37    0.7  S
PAL   2.48    1    P
PAL   4.28    0.7  S
NGL   3.26    1    P
NGL   5.58    0.7  S
BUM   6.80    1    P
BUM  12.14    0.7  S
# 2006 6 4 12 3  4.60  -7.9467 110.4645    9.21   0.72 0 0 0 185
WON   2.54    1      P
WON   4.25     0.7   S
WAN   2.50    1      P
WAN   4.48     0.7   S
RAT   3.77    0.7    P
RAT   6.57     0.7   S
PEL   4.90    1      P
PEL   8.69    0.5    S
PAL   2.39    1      P
PAL   4.23     0.7   S
NGL   3.36    1      P
NGL   5.77     0.7   S
# 2006 6 4 12 11 54.13  -7.9673 110.3792    6.92   1.32 0 0 0 186
WON   2.52    1    P
WON   4.72    0.7  S
WAN   4.01    1    P
WAN   6.66    0.7  S
TRI   2.58    1    P
TRI   5.29    0.7  S
RAT   2.07    0.7  P
RAT   3.87    0.7  S
PEL   3.57    0.7  P
PEL   7.11    0.7  S
PAL   3.21    1    P
PAL   5.84    0.7  S
NGL   5.01    0    P
NGL   9.17    0.7  S
BUM   4.65    0.7  P
BUM   8.67    0.7  S
# 2006 6 4 12 14 20.33  -7.9253 110.5003    5.49  -0.06 0 0 0 187
WON   2.05    0.7   P
WON   4.16    0.7   S
WAN   1.11    1     P
WAN   2.28    0.7   S
PAL   2.00    1     P
PAL   3.88    0.7   S
NGL   2.55    0.5   P
NGL   4.37    0.7   S
# 2006 6 4 12 24 26.49  -7.9287 110.4802   10.46   0.75 0 0 0 188
WON   2.57     1     P
WON   4.44     0.7   S
WAN   2.44     1     P
WAN   4.24     0.7   S
RAT   4.16     0.7   P
PEL   4.79     0.7   P
PEL   8.81     0.7   S
PAL   2.70     1     P
PAL   4.69     0.7   S
NGL   3.17     1     P
NGL   5.44     0.7  S
# 2006 6 4 12 36 51.92  -7.9978 110.4178   12.76   1.10 0 0 0 189
WON   3.62    1    P
WON   6.39    0.7  S
WAN   4.04    1    P
WAN   6.73    0.7  S
TRI   4.25    0.5  P
TRI   7.55    0.7  S
RAT   3.05    1    P
RAT   5.42    0.7  S
PEL   4.86    1.7  P
PEL   8.77    0.7  S
PAL   3.11    1    P
PAL   5.19    0.7  S
NGL   4.90    1    P
NGL   8.70    0.7  S
BUM   5.53    1    P
BUM  10.03    0.7  S
# 2006 6 4 12 40 36.93  -7.9142 110.5120    8.12   1.55 0 0 0 190
WON   2.55    0.7  P
WON   4.42    0.7  S
WAN   1.69    1    P
WAN   2.83    0.7  S
TRI   5.62    0    P
TRI   9.59    0.7  S
RAT   4.85    1    P
RAT   8.46    0.7  S
PAL   2.80    1    P
PAL   4.78    0.7  S
NGL   2.72    0.7  P
NGL   4.53    0.7  S
DES   4.72    1    P
DES   8.18    0.7  S
# 2006 6 4 12 43 13.23  -7.9717 110.3743    1.36   1.22 0 0 0 191
WON   2.77    0.7   P
WON   4.96    0.7   S
WAN   4.09    1     P
WAN   7.44    0.7   S
TRI   2.68    1     P
RAT   1.60    0.7   P
RAT   2.89    0.7   S
PEL   3.74    0.7   P
PEL   6.97    0.7   S
PAL   2.95    1     P
PAL   5.39    0.7   S
BUM   4.51    0.7   P
BUM   8.27    0.7   S
# 2006 6 4 12 48 21.39  -7.9615 110.4377    8.97   0.60 0 0 0 192
WON   2.57    1   P
WON   4.39    0.7 S
WAN   3.00    1   P
WAN   5.30    0.7 S
RAT   3.28    0.7 P
RAT   5.62    0.7 S
PEL   4.60    1   P
PEL   8.06    0.7 S
PAL   2.45    1   P
PAL   4.20    0.7 S
NGL   3.95    1   P
NGL   6.94    0.7 S
# 2006 6 4 12 52 22.18  -7.9167 110.4833   11.20   0.30 0 0 0 193
WON   2.66    1    P
WON   4.54    0.5  S
WAN   2.46    1    P
WAN   4.47    1    S
PAL   2.90    1    P
PAL   5.03    0.7  S
NGL   3.02    1    P
NGL   5.06    0.5  S
# 2006 6 4 12 59  4.06  -7.9453 110.3852    6.11   0.90 0 0 0 194
WON   2.15    0.7  P
WON   3.82    0.7  S
WAN   3.69    1    P
WAN   6.44    0.7  S
TRI   2.72    1    P
TRI   5.21    0.7  S
RAT   2.40    1    P
RAT   4.46    0.7  S
PEL   3.24    0.7  P
PEL   5.94    0.7  S
PAL   3.09    1    P
PAL   5.63    0.7  S
NGL   4.64    0.7  P
NGL   8.56    0.7  S
BUM   4.60    1    P
BUM   8.66    0.7  S
# 2006 6 4 13 16 34.24  -7.9522 110.3808   13.23   2.45 0 0 0 195
WAN   4.20    1    P
WAN   7.60    0.7  S
TRI   3.06    1    P
TRI   6.04    0.7  S
RAT   2.91    1    P
PEL   3.72    1    P
PEL   7.01    0.7  S
PAL   3.62    1    P
PAL   6.40    0.7  S
NGL   5.11    1    P
NGL   9.01    0.7  S
BUM   5.18    0.7  P
BUM   9.11    0.7  S
# 2006 6 4 13 37  6.16  -7.9368 110.4715   10.12   0.82 0 0 0 196
WON   2.36    1    P
WON   4.23    0.7  S
WAN   2.58    1    P
WAN   4.66    0.7  S
TRI   4.53    1    P
TRI   8.38    0.7  S
PAL   2.44    1    P
PAL   4.34    0.7  S
NGL   3.40    1    P
NGL   5.62    0.5  S
# 2006 6 4 13 40  5.27  -7.9542 110.4998   15.00   1.17 0 0 0 197
WON   4.24    1    P
WAN   3.50    0.7  P
WAN   4.88    0.7  S
TRI   5.80    1    P
TRI   9.12    0.5  S
RAT   4.17    0.5  P
PEL   5.71    0.7  P
PAL   3.13    1    P
NGL   3.49    0.7  P
BUM   6.81    1    P
# 2006 6 4 13 40 58.68  -7.9400 110.4540    9.48   1.06 0 0 0 198
WON   2.44    1   P
WON   4.14    0.7 S
WAN   2.62    1   P
WAN   4.70    0.7 S
RAT   3.74    0.7 P
RAT   6.54    0.7 S
PEL   4.63    0.7 P
PAL   2.50    1   P
PAL   4.40    0.7 S
NGL   3.53    1   P
NGL   5.99    0.7 S
# 2006 6 4 13 57 57.90  -7.9588 110.3742   12.56   2.31 0 0 0 199
WAN   4.28    1    P
WAN   7.57    0.7  S
TRI   3.21    1    P
TRI   5.95    0.7  S
RAT   3.00    1    P
RAT   5.21    0.7  S
PEL   3.80    0.7  P
PEL   7.05    0.5  S
PAL   3.68    1    P
PAL   6.43    0.7  S
NGL   5.21    1    P
NGL   8.93    0.5  S
BUM   8.83    0.7  S
# 2006 6 4 13 57 57.80  -7.9507 110.3750   13.54   2.32 0 0 0 200
WAN   4.37    1     P
WAN   7.53    0.5   S
TRI   3.31    1     P
TRI   6.08     0.7  S
RAT   3.11    1     P
PEL   3.90    0.7   P
PEL   6.81    0.5   S
PAL   3.77    1     P
PAL   6.60     0.7  S
NGL   5.29    1     P
NGL   9.16     0.7  S
DES   6.74     0.7  P
BUM   8.93     0.7  S
# 2006 6 4 14 4 10.89  -7.9710 110.3805   12.79   1.60 0 0 0 201
WAN   4.28    1    P
WAN   7.55    0.7  S
TRI   3.17    1    P
TRI   5.92    0.7  S
RAT   2.90    1    P
RAT   5.06    0.7  S
PEL   3.84    0.7  P
PEL   7.53    0.7  S
PAL   3.64    1    P
PAL   6.41    0.7  S
NGL   5.05    0.7  P
NGL   9.31    0.7  S
DES   6.62    0.7  P
BUM   5.11    0.7  P
BUM   9.17    0.7  S
# 2006 6 4 14 6 43.17  -7.9420 110.4588    8.90   0.99 0 0 0 202
WON   2.10    1   P
WON   3.81    0.7 S
WAN   2.45    1   P
WAN   4.55    0.7 S
TRI   4.39    1   P
TRI   7.97    0.7 S
RAT   3.71    0.7 P
RAT   6.30    0.7 S
PEL   4.41    1   P
PEL   8.15    0.7 S
PAL   2.44    1   P
PAL   4.29    0.7 S
NGL   3.32    1   P
NGL   6.36    0.7 S
BUM   6.22    0.7 P
BUM  11.17    0.7 S
# 2006 6 4 14 16 44.81  -7.8727 110.5223   13.44   1.62 0 0 0 203
WON   3.41   0.7  P
WON   5.52   0.7  S
WAN   3.04   1    P
WAN   5.13   0.7  S
RAT   5.58   1    P
PEL   5.56   0.7  P
PAL   3.98   0.7  P
PAL   6.42   0.7  S
NGL   3.03   1    P
NGL   4.83   0.7  S
DES   4.06   1    P
BUM   7.61   0.7  P
BUM  13.33   0.7  S
# 2006 6 4 14 46  9.91  -7.9070 110.5237    6.89   1.52 0 0 0  204
WON   2.57  0.7   P
WON   4.44  0.7   S
WAN   1.72  1     P
WAN   2.73  0.7   S
TRI   5.63  1     P
TRI  10.26  0.7   S
RAT   4.77   0.7  P
PEL   5.46  1     P
PAL   2.79  1     P
PAL   4.75  0.7   S
DES   4.71  0.7   P
DES   7.91  0.7   S
BUM   7.42  0.7   P
BUM  13.31  0.7   S
# 2006 6 4 15 9 36.91  -7.9365 110.4747   13.40   1.73 0 0 0 205
WON   2.79  1     P
WAN   3.11  1     P
WAN   5.16  0.7   S
TRI   4.97  1     P
TRI   8.94  0.7   S
RAT   4.01  0.7   P
PEL   4.98  1     P
PEL   8.61  0.7   S
PAL   3.11  0.7   P
PAL   5.05  0.7   S
NGL   3.95  1     P
NGL   6.45  0.7   S
DES   5.41  1     P
BUM   6.67  1     P
BUM  11.33  0.7   S
# 2006 6 4 15 13 12.13  -7.8885 110.4720   12.70   0.90 0 0 0 206
WON   2.64  1     P
WON   4.18  0.7   S
WAN   3.13  1     P
WAN   5.16  0.7   S
TRI   4.83  0.7   P
TRI   8.84  0.7   S
RAT   4.52  0.7   P
PEL   4.55  1     P
PEL   8.10  0.7   S
PAL   3.44  1     P
PAL   5.83  0.7   S
NGL   3.65  0.7   P
NGL   6.09  0.7   S
DES   4.79  1     P
# 2006 6 4 16 50 11.79  -8.0078 110.4083    7.93   1.26 0 0 0 210
WON   3.42  1     P
WON   6.01  0.7   S
WAN   3.89  1     P
WAN   6.81  0.7   S
TRI   3.94  0.7   P
RAT   2.40  1     P
RAT   4.08  0.7   S
PEL   4.90  1     P
PEL   8.72  0.7   S
PAL   2.62  1     P
PAL   4.47  0.7   S
NGL   4.92  0.7   P
NGL   8.74  0.7   S
BUM   5.62  0.7   P
BUM   9.50  0.7   S
# 2006 6 4 18 7 59.98  -7.9382 110.4922   10.04   2.90 0 0 0 211
WON   2.53  0.7   P
WON   4.48  0.7   S
WAN   2.49  1     P
WAN   3.73  0.5   S
TRI   4.98  0.7   P
TRI   9.31  0.7   S
RAT   4.08  0.7   P
PEL   4.98  0.7   P
PEL   9.20  0.7   S
PAL   2.55  1     P
PAL   4.31  0.7   S
NGL   3.38  1     P
NGL   5.58  0.7   S
DES   5.12  0.7   P
BUM   6.78  0.7   P
BUM  11.92  0.7   S
# 2006 6 4 18 9 38.62  -7.9318 110.4843    9.47   2.11 0 0 0 212
WON   2.45 1      P
WON   4.10 0.7    S
WAN   2.42 1      P
WAN   3.97 0.7    S
TRI   4.87 0.7    P
TRI   8.82 0.7    S
RAT   3.98 1      P
PEL   4.87 1      P
PEL   8.80 0.5    S
PAL   2.50 1      P
PAL   4.28 0.7    S
NGL   3.30 1      P
NGL   5.22 0.7    S
DES   4.97 0.7    P
BUM   6.62 0.7    P
BUM  11.85 0.7    S
# 2006 6 4 18 15 32.70  -7.9268 110.4800    8.69   1.07 0 0 0 213
WON   2.34 1      P
WON   3.81 0.7    S
WAN   2.36 1      P
WAN   3.64 0.7    S
TRI   4.76 0.7    P
TRI   8.74 0.7    S
RAT   3.89 0.7    P
PEL   4.78 1      P
PEL   8.01 0.7    S
PAL   2.45 1      P
PAL   4.19 0.7    S
NGL   3.23 1      P
NGL   5.44 0.7    S
DES   4.94 0.7    P
BUM   6.57 0.7    P
BUM  11.69 0.7    S
# 2006 6 4 18 39 34.04  -7.9240 110.4888   10.55   1.87 0 0 0 214
WON   2.64    1     P
WON   4.32    0.7   S
WAN   2.64    1     P
WAN   3.94    0.5   S
TRI   5.02    1     P
TRI   8.99    0.7   S
RAT   4.11    0.7   P
PEL   5.07    1     P
PEL   8.36    0.7   S
PAL   2.63    1     P
PAL   4.44    0.7   S
NGL   3.52    1     P
NGL   5.88    0.7   S
DES   5.12    1     P
DES   8.80    0.7   S
BUM   6.76    0.7   P
BUM  11.98    0.7   S
# 2006 6 4 18 51 57.80  -7.9077 110.5138   15.00   0.55 0 0 0 215
WON   3.52    1     P
WAN   3.26    1     P
WAN   4.99    0.7   S
RAT   5.14    1     P
PEL   5.71    1     P
PEL   9.72    0.7   S
PAL   3.62    1     P
NGL   6.03    0.7   S
DES   4.84    0.7   P
DES   8.96    0.7   S
# 2006 6 4 19 35 18.77  -7.9177 110.4980   12.49   0.62 0 0 0 216
WON   2.94   1     P
WON   5.13   0.7   S
WAN   2.67   1     P
WAN   4.60   0.7   S
TRI   5.31   1     P
TRI   9.61   0.7   S
RAT   4.58   0.7   P
PEL   5.00   0.7   P
PEL   9.08   0.7   S
PAL   3.09   1     P
PAL   5.34   0.7   S
NGL   3.16   0.7   P
NGL   5.43   0.7   S
# 2006 6 4 19 47 35.97  -7.9390 110.4865   11.05   1.25 0 0 0 217
WON   2.58   1     P
WAN   2.60   1     P
WAN   4.41   0.7     S
TRI   5.00   0.7   P
TRI   8.94   0.7     S
RAT   4.20   0.7   P
PEL   5.02   1     P
PEL   8.63   0.7     S
PAL   2.70   1     P
PAL   4.43   0.7     S
NGL   3.48   1     P
NGL   5.72   0.7     S
DES   5.15   0.7   P
BUM   6.88   1     P
BUM  11.72   0.7     S
# 2006 6 4 19 53 38.96  -7.9293 110.4962   12.64   2.60 0 0 0 218
WON   3.14  1    P
WON   5.22  0.5  S
WAN   2.76  1    P
WAN   4.99  0.7  S
TRI   5.36  1    P
TRI   9.47  0.7  S
RAT   4.65  1    P
RAT   8.13  0.7  S
PEL   5.11  1    P
PAL   3.10  1    P
PAL   5.07  0.7  S
NGL   3.11  1    P
NGL   5.27  0.7  S
BUM   6.87  0.7  P
BUM  11.86  0.7  S
# 2006 6 4 19 58 35.83  -7.8795 110.5413    6.08   2.17 0 0 0 219
WON   2.83   0.7  P
WON   5.18   0.7  S
WAN   1.50   1    P
WAN   2.66   0.7  S
TRI   6.18   0.7  P
TRI  11.11   0.7  S
RAT   5.51   0.7  P
PEL   5.65   1    P
PEL  10.43   0.7  S
PAL   3.46   0.7  P
PAL   6.21   0.7  S
NGL   1.63   0.7  P
NGL   2.79   0.7  S
DES   3.81   0.7  P
DES   6.69   0.7  S
BUM   7.84   0.7  P
BUM  13.68   0.7  S
# 2006 6 4 19 58 35.83  -7.8807 110.5422    5.97   2.12 0 0 0 220
WON   2.83   0.7  P
WON   5.19   0.7  S
WAN   1.51   1    P
