# Info.dat SUNDAARC/MERAMEX  seismological Network  			Thursday May 27th 00:05:15 GMT 2004
#
@IN  Network Identification for MSEED
#
# EDL
#
3097 EDL   1.  MS    L4-3D 1356A 039 CI2 -7.41740 110.62157 0500 2004.05.14 06:00 2004.09.02 03:00 Dagmar		
3091 EDL   1.  MS    L4-3D 1350A 040 CI3 -7.29246 110.56100 0500 2004.05.15 05:00 2004.10.06 06:00 Dagmar		
3049 EDL   1.  MS    L4-3D 1189  041 CH1 -7.27396 110.24060 0691 2004.05.18 04:00 2004.10.04 07:00 Pit			
3051 EDL   1.  MS    L4-3D 1190  042 CH2 -7.22458 110.35304 0993 2004.05.18 07:00 2004.10.01 05:00 Pit			
3082 EDL   1.  MS    L4-3D 1342A 043 BE1 -7.37840 109.56660 0270 2004.05.17 08:00 2004.10.07 05:00 Welle		
3083 EDL   1.  MS    L4-3D 1343  044 BE2 -7.46213 109.60206 0210 2004.05.18 03:00 2004.10.06 12:00 Welle		
3108 EDL   1.  MS    L4-3D 1825  045 BE3 -7.33705 109.70866 0570 2004.05.18 08:00 2004.10.07 08:00 Welle		
3058 EDL   1.  MS    L4-3D 1330  046 BF1 -7.37186 109.85650 0830 2004.05.17 07:00 2004.10.07 09:00 Dagmar		
3059 EDL   1.  MS    L4-3D 1331  047 BF2 -7.49034 109.82459 0525 2004.05.17 03:00 2004.10.07 12:00 Dagmar		
3060 EDL   1.  MS    L4-3D 1331A 048 BF3 -7.47501 109.95369 0910 2004.05.19 05:00 2004.08.31 24:00 Dagmar		
3038 EDL   1.  MS    L4-3D 1178  049 CJ1 -7.51903 110.69235 0201 2004.05.19 05:00 2004.10.04 04:00 Pit			
3027 EDL   1.  MS    L4-3D 1182  050 CJ2 -7.35847 110.73834 0230 2004.05.19 08:00 2004.10.06 08:00 Pit			
3071 EDL   1.  MS    L4-3D 1332A 051 CK1 -7.63768 111.13364 1190 2004.05.19 08:00 2004.06.10 05:30 Mirjam		
3104 EDL   1.  MS    L4-3D 1816  052 CK2 -7.35486 110.92136 0150 2004.05.22 07:00 2004.10.01 06:00 Pit			
3079 EDL   1.  MS    L4-3D 1340A 053 CF1 -7.27323 109.90872 1250 2004.05.20 02:00 2004.10.07 06:00 Dagmar		
3137 EDL   1.  MS    L4-3D 1906  054 CF2 -7.19732 109.85027 1780 2004.05.20 07:00 2004.06.16 05:00 Dagmar		
3087 EDL   1.  MS    L4-3D 1346  055 AH4 -7.81151 110.29389 0180 2004.05.21 05:00 2004.10.05 11:00 Pit			
3099 EDL   1.  MS    L4-3D 1359A 056 AF3 -7.78646 109.74470 0050 2004.05.19 06:00 2004.06.08 08:00 Welle		
3117 EDL   1.  MS    L4-3D 1886  057 CE1 -7.24260 109.72010 1185 2004.05.20 08:00 2004.10.07 09:00 Welle		
3111 EDL   1.  MS    L4-3D 1871  058 CE2 -7.25089 109.60251 0700 2004.05.21 07:00 2004.10.07 10:00 Welle		
3100 EDL   1.  MS    L4-3D 1360A 059 AG4 -7.84247 110.13904 0160 2004.05.21 09:00 2004.10.06 05:00 Muzli /Eddy		
3136 EDL   1.  MS    L4-3D 1905  060 AH5 -7.74402 110.28101 0170 2004.05.22 04:00 2004.06.04 03:40 Pit			
3148 EDL   1.  MS    L4-3D 1901  061 AG2 -7.63401 109.99567 0210 2004.05.22 08:00 2004.10.05 09:00 Mirjam		
3138 EDL   1.  MS    T40   4281  062 AK5 -8.03656 110.98417 0230 2004.05.22 05:00 2004.10.08 12:00 Welle		
3119 EDL   1.  MS    L4-3D 1889  063 DK1 -7.32878 111.12865 0170 2004.05.21 08:00 2004.06.10 10:00 Dagmar		
3110 EDL   1.  MS    L4-3D 1829  064 DK2 -7.20901 111.09905 0125 2004.05.21 03:00 2004.10.01 07:00 Dagmar		
3123 EDL   1.  MS    L4-3D 1892  065 AH2 -7.92381 110.22264 0075 2004.05.25 09:00 2004.10.08 05:00 Muzli		
3116 EDL   1.  MS    L4-3D 1878  066 DJ1 -7.23831 110.73718 0170 2004.05.22 07:00 2004.10.01 12:00 Ingo			
3065 EDL   1.  MS    L4-3D 1333A 067 DH1 -7.11215 110.42958 0280 2004.05.24 07:00 2004.10.01 05:00 Dagmar		
3053 EDL   1.  MS    L4-3D 1191  068 DH2 -7.14759 110.32017 0750 2004.05.25 06:00 2004.10.01 07:00 Dagmar		
3131 EDL   1.  MS    L4-3D 1898  069 DI1 -7.17086 110.60024 0100 2004.05.24 06:00 2004.06.11 02:30 Ingo			
3086 EDL   1.  MS    L4-3D 1345A 070 DI2 -7.03794 110.67457 0030 2004.05.24 09:00 2004.07.20 09:00 Ingo			
3088 EDL   1.  MS    L4-3D 1346A 071 DJ2 -7.10987 110.76478 0070 2004.05.25 07:00 2004.05.27 04:00 Ingo			
3101 EDL   1.  MS    L4-3D 1361A 072 DE1 -6.96582 109.80323 0150 2004.05.24 08:00 2004.09.27 17:00 Welle		
3047 EDL   1.  MS    L4-3D 1187  073 CG4 -7.35985 110.13804 0960 2004.05.26 07:30 2004.10.04 10:00 Welle		
3115 EDL   1.  MS    L4-3D 1876  074 DJ3 -7.27839 110.85932 0140 2004.05.26 08:00 2004.10.01 04:00 Ingo			
3063 EDL   1.  MS    L4-3D 1333  075 DK3 -7.15080 110.92612 0080 2004.05.27 04:00 2004.09.27 09:00 Ingo			
3103 EDL   1.  MS    L4-3D 1815  076 DL1 -7.20530 111.23194 0125 2004.05.27 08:00 2004.09.25 03:00 Ingo			
3145 EDL   1.  MS    T40   4455  077 NG1 -5.79870 110.34493 0002 2004.05.27 03:00 2004.09.27 11:00 Pit
3030 EDL   1.  MS    L4-3D 1022  078 NG2 -5.88063 110.44238 0060 2004.05.26 05:00 2004.09.27 03:00 Pit
3021 EDL   1.  MS    L4-3D 1010  079 NL1 -7.06147 111.34135 0104 2004.05.29 07:00 2004.09.24 08:00 Ingo			
3027 EDL   1.  MS    L4-3D 1015  080 NK1 -6.94875 111.22667 0186 2004.05.29 03:00 2004.09.24 10:00 Ingo			
3041 EDL   1.  MS    L4-3D 1180  081 NJ1 -6.51162 110.75074 0300 2004.05.27 02:00 2004.09.27 12:00 Dagmar		
3070 EDL   1.  MS    L4-3D 1336  082 NJ2 -6.41835 110.93971 0040 2004.05.28 03:00 2004.09.27 10:00 Dagmar		
3024 EDL   1.  MS    L4-3D 1013  083 NJ3 -6.58776 110.96294 0350 2004.05.28 08:00 2004.09.27 08:00 Dagmar		
3025 EDL   1.  MS    L4-3D 1014  084 NJ4 -6.60751 110.78426 0300 2004.05.29 04:00 2004.09.28 01:00 Dagmar		
3028 EDL   1.  MS    L4-3D 1018  085 NJ5 -6.95383 110.86012 0046 2004.05.31 07:00 2004.06.12 10:00 Ingo			
3036 EDL   1.  MS    L4-3D 1175  086 NL2 -6.78878 111.52069 0130 2004.06.01 06:00 2004.09.24 09:00 Ingo			
3133 EDL   1.  MS    L4-3D 1907  087 NK3 -7.07123 111.00241 0078 2004.06.02 04:00 2004.09.25 10:00 Ingo			
3023 EDL   1.  MS    L4-3D 1012  088 NK2 -6.71399 111.21174 0032 2004.06.01 04:00 2004.07.06 02:00 Ingo			
3037 EDL   1.  MS    L4-3D 1176  089 NK4 -6.87811 111.08651 0071 2004.05.31 08:00 2004.09.24 17:00 Pit			
3055 EDL   1.  MS    L4-3D 1329  090 NL3 -6.66574 111.50304 0170 2004.06.01 09:00 2004.09.08 07:00 Pit			
3029 EDL   1.  MS    L4-3D 1020  091 NL4 -6.83338 111.37561 0089 2004.06.01 04:00 2004.09.24 11:00 Pit			
3074 EDL   1.  MS    L4-3D 1338  092 CE3 -7.10009 109.58158 0651 2004.06.05 05:00 2004.09.28 11:00 Ingo			
3094 EDL   1.  MS    L4-3D 1353  093 NJ6 -6.86953 110.60822 0038 2004.06.04 03:00 2004.09.27 07:00 Fauzi		
3122 EDL   1.  MS    L4-3D 1681  094 NJ7 -6.77616 110.95932 0131 2004.06.04 10:00 2004.06.11 05:00 Fauzi		
3102 EDL   1.  MS    L4-3D 1814  095 CK3 -7.49162 111.10958 0236 2004.06.05 09:00 2004.10.07 08:00 Fauzi		
3140 EDL   1.  MS    L4-3D 2829  096 DG1 -7.09002 110.08253 0572 2004.06.04 04:00 2004.09.27 15:00 Ingo			
3147 EDL   1.  MS    L4-3D 1346A 097 DJ2 -7.10987 110.76478 0070 2004.06.03 06:00 2004.09.28 07:00 Ingo			
3158 EDL   1.  MS    L4-3D 1822  098 AG3 -7.84336 109.94033 0040 2004.05.28 03:40 2004.10.05 09:00 Mirjam		
3157 EDL   1.  MS    T40   4446  099 AH5 -7.74402 110.28101 0170 2004.06.04 03:40 2004.07.13 02:30 Pit			
3136 EDL   1.  MS    L4-3D 1872  100 CG1 -7.26988 109.99025 1866 2004.06.04 07:30 2004.08.10 04:30 Pit			
3112 EDL   1.  MS    L4-3D 1905  101 CK4 -7.48169 110.95802 0126 2004.06.07 05:00 2004.07.21 08:00 Ingo			
3090 EDL   1.  MS    L4-3D 1348A 102 NK5 -7.05240 111.12434 0085 2004.06.07 09:00 2004.09.24 08:00 Ingo			
3130 EDL   1.  MS    L4-3D 1896  103 NL5 -6.95196 111.47959 0153 2004.06.08 02:00 2004.09.25 03:00 Ingo			
3141 EDL   1.  MS    L4-3D 1818  104 AE2 -7.67630 109.48660 0050 2004.06.07 24:00 2004.10.05 04:00 Welle		
3099 EDL   1.  MS    L4-3D 1359A 105 AF4 -7.79738 109.74498 0032 2004.06.08 08:00 2004.10.05 07:00 Muzli
3150 EDL   1.  MS    L4-3D 1355  106 NJ8 -6.72561 110.81139 0120 2004.06.11 08:00 2004.09.27 09:00 Muzli		
3159 EDL   1.  MS    L4-3D 1898  107 DH3 -7.20770 110.47253 0336 2004.06.11 06:00 2004.10.01 06:00 Ingo			
3119 EDL   1.  MS    T40   4448  108 DK1 -7.32860 111.12865 0140 2004.06.10 10:00 2004.10.01 05:00 Dagmar		
3131 EDL   1.  MS    T40   4449  109 DI1 -7.17083 110.60024 0103 2004.06.11 03:00 2004.10.01 10:00 Ingo			
3071 EDL   1.  MS    T40   4283  110 CK1 -7.63768 111.13364 1190 2004.06.10 06:00 2004.10.07 06:00 Mirjam		
3144 EDL   1.  MS    L4-3D 1332A 111 CK6 -7.59042 111.03057 0427 2004.06.12 06:00 2004.10.07 07:00 Ingo			
3142 EDL   1.  MS    L4-3D 1018  112 NJ5 -6.95383 110.86012 0046 2004.06.12 10:00 2004.09.25 11:00 Ingo			
3143 EDL   1.  MS    L4-3D 1681  113 NJ7 -6.77616 110.95932 0131 2004.06.11 05:00 2004.09.24 15:00 Fauzi		
3139 EDL   1.  MS    T40   4282  114 AI2 -8.00531 110.35599 0390 2004.06.09 04:30 2004.10.08 03:00 Asch/Dagmar/Mirjam	
3137 EDL   1.  MS    L4-3D 1906  115 CF3 -7.19959 109.80730 1600 2004.06.16 05:00 2004.09.06 07:00 Muzli		
3028 EDL   1.  MS    L4-3D 1351A 116 BG1 -7.42543 110.10267 1300 2004.07.01 04:15 2004.10.06 05:00 Mirjam		
3023 EDL   1.  MS    L4-3D 1012  117 NK6 -6.75551 111.22728 0045 2004.07.06 04:00 2004.09.25 05:00 Rizkita		
3105 EDL   1.  MS    T40   4447  118 AH5 -7.74402 110.28101 0170 2004.07.13 02:30 2004.10.08 07:00 Pit			
3149 EDL   1.  MS    T40   4446  119 BI3 -7.60750 110.44533 0830 2004.07.13 00:00 2004.08.25 09:45 Yuan			
3107 EDL   1.  MS    L4-3D 1905  120 CK4 -7.48169 110.95802 0126 2004.07.21 08:00 2004.10.07 10:00 Ingo			
3086 EDL   1.  MS    L4-3D 1345A 121 DI3 -7.03830 110.67219 0032 2004.07.20 09:00 2004.09.28 10:00 Mirjam		
3146 EDL   1.  MS    L4-3D 2828  122 CJ3 -7.45577 110.83399 0140 2004.07.15 04:30 2004.10.07 03:00 Yuan			
3092 EDL   1.  MS    L4-3D 1181  123 AI4 -7.91245 110.52223 0245 2004.07.31 02:30 2004.09.29 05:00 Welle /Wanagama	
3122 EDL   1.  MS    L4-3D 1339A 124 BK2 -7.65885 110.88086 0132 2004.07.27 04:30 2004.09.29 04:50 Birger		
3136 EDL   1.  MS    T40   4456  125 CG1 -7.26988 109.99025 1866 2004.08.10 04:30 2004.10.08 05:00 Pit			
3043 EDL   1.  MS    T40   4446  126 BI3 -7.60750 110.44533 0830 2004.08.25 09:45 2004.09.29 07:45 Yuan			
3149 EDL   1.  MS    L4-3D 1889  127 AK6 -8.03797 110.74360 0423 2004.09.02 06:00 2004.10.06 10:00 Diana
3097 EDL   1.  MS    L4-3D 1356A 128 AK7 -8.08392 110.83837 0256 2004.09.03 06:00 2004.10.06 08:00 Diana
3078 EDL   1.  MS    L4-3D 1331A 129 AK8 -7.99222 111.04803 0529 2004.09.04 08:00 2004.09.08 04:00 Diana
3137 EDL   1.  MS    L4-3D 1906  130 AL1 -8.02378 111.23701 0633 2004.09.08 08:00 2004.10.08 15:00 Diana
3033 EDL   1.  MS    L4-3D 1170  131 AL2 -8.13282 111.26792 0639 2004.09.08 02:00 2004.10.04 05:00 Diana
3055 EDL   1.  MS    L4-3D 1329  132 AL3 -8.24568 111.17509 0380 2004.09.10 03:00 2004.10.06 05:00 Diana
3059 EDL   1.  MS    L4-3D 1872  133 AL4 -8.19173 111.03901 0368 2004.09.10 06:00 2004.10.06 07:00 Diana
3092 EDL   1.  MS    L4-3D 1334  134 AI4 -7.91245 110.52223 0245 2004.09.29 05:00 2004.10.05 08:00 Welle /Wanagama	
3140 EDL   1.  MS    L4-3D 1192  135 BH2 -7.52649 110.41065 1285 2004.09.29 09:30 2004.10.04 13:00 Dagmar		
3101 EDL   1.  MS    T40   4446  136 BI3 -7.60750 110.44533 0830 2004.09.29 07:45 2004.10.06 03:00 Yuan			
3133 EDL   1.  MS    L4-3D 1894  137 BJ1 -7.76979 110.63866 0154 2004.09.29 02:35 2004.10.05 09:00 Birger		
3142 EDL   1.  MS    L4-3D 1339A 138 BK2 -7.65885 110.88086 0132 2004.09.29 04:50 2004.10.05 04:00 Birger		
3112 EDL   1.  MS    L4-3D 1331A 139 AK8 -7.99222 111.04803 0529 2004.09.08 04:00 2004.10.08 11:00 Diana
#
#
# SAM
#
0179 SAM   1. WO1437  T3   3A75  201 AHB -7.87747 110.31186 0080 2004.05.13 08:00 2004.10.05 08:00 Yuan/Kiel		
0177 SAM   1. WO1437  T3   3A69  202 AJB -8.05935 110.65646 0280 2004.05.14 05:00 2004.10.05 03:00 Yuan/Kiel
0063 SAM   1.   3737  3ESP 3737  203 BGB -7.49944 110.17211 0390 2004.05.15 05:00 2004.10.08 08:00 Yuan/GFZ		
0180 SAM   1.    602  T3   3A95  204 BIB -7.60750 110.44533 0830 2004.03.31 09:00 2004.07.13 00:00 Yuan/Kiel		
0181 SAM   1. WO1437  T3   3A97  205 BKB -7.85205 111.11289 0325 2004.05.17 08:00 2004.10.04 06:00 Yuan/Kiel
0050 SAM   1.   3641  T3   3641  206 AFB -7.62696 109.77509 0140 2004.05.18 06:00 2004.10.06 12:00 Yuan/GFZ		
0055 SAM   1. WO1604  T3   3A00  207 CHB -7.33484 110.40004 1137 2004.05.19 08:00 2004.10.08 05:00 Yuan/GFZ		
0058 SAM   1.   3704  T3   3704  208 CJB -7.45577 110.83399 0140 2004.05.19 07:00 2004.07.15 04:30 Yuan/GFZ		
0117 SAM   1.   3687  T3   3687  209 BEB -7.42463 109.74207 0740 2004.05.21 05:00 2004.10.06 12:00 Yuan/GFZ		
0064 SAM   1. WO1604  3ESP 3734  210 CFB -7.13705 109.95567 0980 2004.05.23 09:00 2004.09.27 06:00 Yuan/GFZ		
0059 SAM   1. WO1921  3ESP 3668  211 DEB -7.03357 109.73565 0290 2004.05.25 05:00 2004.09.27 09:30 Yuan/GFZ
0175 SAM   1.   3717  3T   3717  212 DGB -7.05743 110.21441 0315 2004.05.31 24:00 2004.09.28 07:00 Yuan/Kiel
0062 SAM   1.   3681  3ESP 3681  213 DKB -7.32270 111.03449 0120 2004.05.25 11:00 2004.09.24 06:00 Yuan/GFZ		
0048 SAM   1. WO1921  3ESP 3711  214 DIB -7.08947 110.55443 0070 2004.05.26 05:00 2004.09.25 04:00 Yuan/GFZ
0178 SAM   1.     70  T3   3A70  215 NKB -6.95835 110.99658 0232 2004.06.03 07:00 2004.07.20 02:00 Yuan/Kiel		
0175 SAM   1. KIEL01  T3   3A11  216 NKB -6.95835 110.99658 0232 2004.07.27 04:00 2004.09.24 10:00 Yuan/Kiel		
#
#
# OBH/S
#
1243 OBH   1.  SEND  HTI    15   250 OB1 -8.49350 109.45057 -2213 2004.05.02 19:00 2004.10.02 19:00 Flueh
1256 OBS   1.  SEND  HTI    73   251 OB2 -9.19008 109.53660 -3135 2004.05.02 18:00 2004.10.02 18:00 Flueh
1259 OBH   1.  SEND  HTI    30   252 OB3 -9.83678 110.04328 -1853 2004.05.02 24:00 2004.10.02 24:00 Flueh
0701 OBH   1.  SEND  HTI    42   253 OB4 -9.85348 110.77145 -2908 2004.05.03 01:00 2004.10.03 01:00 Flueh
0402 OBH   1.  SEND  HTI    28   254 OB5 -9.76285 111.10265 -2824 2004.05.03 06:00 2004.10.03 06:00 Flueh
1246 OBS   1.  SEND  HTI    44   255 OB6 -9.45187 111.24327 -2913 2004.05.02 21:00 2004.10.02 21:00 Flueh
0409 OBS   1.  SEND  DPG    95   256 OB7 -9.50955 110.72202 -0987 2004.05.02 20:00 2004.10.02 20:00 Flueh
0403 OBS   1.  SEND  HTI    22   257 OB8 -9.44033 110.16845 -1224 2004.05.02 22:00 2004.10.02 22:00 Flueh
1235 OBS   1.  SEND  DPG    75   258 OB9 -9.15218 110.02870 -3302 2004.05.02 23:00 2004.10.02 23:00 Flueh
0711 OBH   1.  SEND  HTI    23   259 O10 -8.97280 110.35927 -1696 2004.05.03 05:00 2004.10.03 05:00 Flueh
0405 OBH   1.  SEND  HTI    27   260 O11 -9.05865 110.78993 -3224 2004.05.03 02:00 2004.10.03 02:00 Flueh
1236 OBH   1.  SEND  HTI    39   261 O12 -9.05558 111.37575 -2474 2004.05.03 03:00 2004.10.03 03:00 Flueh
0401 OBH   1.  SEND  HTI    38   262 O13 -8.76868 111.02622 -1133 2004.05.03 04:00 2004.10.03 04:00 Flueh
1238 OBH   1.  SEND  HTI    45   263 O14 -8.63455 110.37648 -1093 2004.05.03 08:00 2004.10.03 08:00 Flueh
#
