root,doydir,station,day,kind,nfiles,nbytes
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AF1,133,EDL,124,64090790
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AF1,134,EDL,154,97192933
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AF2,134,EDL,106,19297180
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AG1,133,EDL,109,17214979
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AG1,134,EDL,148,28928949
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AG2,134,EDL,142,25132335
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AG3,134,EDL,127,31682416
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AH1,128,EDL,109,24814541
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AH1,129,EDL,148,40321520
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AH1,130,EDL,148,40351273
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AH1,131,EDL,148,40801173
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AH1,132,EDL,148,45098980
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AH1,133,EDL,148,43741658
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AH1,134,EDL,148,40550716
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AH3,128,EDL,106,18718293
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AH3,129,EDL,148,29510128
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AH3,130,EDL,148,29322352
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AH3,131,EDL,148,29230776
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AH3,132,EDL,148,29315627
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AH3,133,EDL,148,29314795
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AH3,134,EDL,148,29428545
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AHB,134,SAM,99,35901440
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI1,127,EDL,112,19126192
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI1,128,EDL,34,6347331
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI1,129,EDL,127,23138970
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI1,130,EDL,148,28971187
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI1,131,EDL,148,29123168
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI1,132,EDL,148,29044541
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI1,133,EDL,148,29049874
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI1,134,EDL,148,28970855
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI2,127,EDL,103,18207252
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI2,128,EDL,148,28894427
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI2,129,EDL,148,29001248
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI2,130,EDL,721,133160306
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI2,131,EDL,148,29179744
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI2,132,EDL,148,29110753
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI2,133,EDL,148,29127356
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI2,134,EDL,148,29235904
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI3,129,EDL,133,25620321
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI3,130,EDL,148,32152056
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI3,131,EDL,148,32594289
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI3,132,EDL,148,32415067
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI3,133,EDL,148,31881548
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI3,134,EDL,148,32128426
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI4,131,EDL,136,23147778
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI4,132,EDL,148,28797218
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI4,133,EDL,148,28877372
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AI4,134,EDL,148,28845507
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AJ1,129,EDL,115,20296407
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AJ1,130,EDL,148,29504171
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AJ1,131,EDL,148,29514505
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AJ1,132,EDL,148,29473847
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AJ1,133,EDL,148,29558459
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AJ1,134,EDL,148,29435214
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AJ2,131,EDL,109,19669513
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AJ2,132,EDL,148,29892619
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AJ2,133,EDL,148,29118693
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AJ2,134,EDL,148,29147314
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AK1,132,EDL,127,26853378
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AK1,133,EDL,148,34126623
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AK1,134,EDL,148,34990744
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AK2,132,EDL,115,18752972
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AK2,133,EDL,148,29867850
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AK2,134,EDL,148,29723962
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AK3,133,EDL,109,19923412
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AK3,134,EDL,148,31790215
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,AK4,134,EDL,115,21688258
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BH1,129,EDL,109,20322675
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BH1,130,EDL,148,31642194
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BH1,131,EDL,148,30908779
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BH1,132,EDL,148,32010032
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BH1,133,EDL,148,31272714
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BH1,134,EDL,148,31459747
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BH2,131,EDL,106,24777492
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BH2,132,EDL,148,46281071
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BH2,133,EDL,148,46346541
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BH2,134,EDL,148,43307247
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BH3,132,EDL,100,17657727
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BH3,133,EDL,148,31168690
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BH3,134,EDL,148,33357757
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BI1,129,EDL,133,29211037
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BI1,130,EDL,148,41435326
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BI1,131,EDL,148,39919129
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BI1,132,EDL,148,39902076
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BI1,133,EDL,148,38560362
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BI1,134,EDL,148,38919640
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BI2,131,EDL,130,33324694
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BI2,132,EDL,148,45263668
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BI2,133,EDL,148,43595156
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BI2,134,EDL,149,46682316
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BI4,132,EDL,115,22701146
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BI4,133,EDL,148,33097322
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BI4,134,EDL,148,33461070
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BIB,133,SAM,105,38002688
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BIB,134,SAM,51,18731008
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BJ1,131,EDL,139,23618470
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BJ1,132,EDL,148,28998994
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BJ1,133,EDL,148,29016224
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BJ1,134,EDL,148,29128658
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BJ2,132,EDL,130,21754358
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BJ2,133,EDL,148,28964725
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BJ2,134,EDL,148,29099960
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BK1,133,EDL,108,19916423
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,BK1,134,EDL,147,28951674
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,CG1,134,EDL,112,19329514
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,CI1,132,EDL,94,18310815
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,CI1,133,EDL,148,40513181
/Volumes/Untitled/MERAMEX DATA,DOY 127-134_120405,CI1,134,EDL,148,39795008
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AE1,135,EDL,118,26122461
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AE1,136,EDL,148,39483542
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AE1,137,EDL,153,76246780
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AE2,136,EDL,151,26836320
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AE2,137,EDL,148,29022922
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AE3,136,EDL,130,25183353
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AE3,137,EDL,148,30695705
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AF1,135,EDL,148,46238488
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AF1,136,EDL,148,46084308
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AF1,137,EDL,148,43945212
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AF2,135,EDL,154,58985992
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AF2,136,EDL,148,29175689
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AF2,137,EDL,148,29282269
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AG1,135,EDL,148,28976393
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AG1,136,EDL,148,28944345
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AG1,137,EDL,148,28984674
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AG2,135,EDL,148,29041157
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AG2,136,EDL,148,29027692
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AG2,137,EDL,148,29250061
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AG3,135,EDL,148,42518188
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AG3,136,EDL,148,43521480
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AG3,137,EDL,148,43959033
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AH1,135,EDL,148,40004972
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AH1,136,EDL,148,39490161
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AH1,137,EDL,148,40092189
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AH3,135,EDL,154,29742988
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AH3,136,EDL,148,29291069
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AH3,137,EDL,148,29423725
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AHB,135,SAM,57,21073920
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AI1,135,EDL,148,29007041
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AI1,136,EDL,148,29071005
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AI1,137,EDL,148,29020013
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AI2,135,EDL,148,29090674
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AI2,136,EDL,148,29087100
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AI2,137,EDL,148,29236637
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AI3,135,EDL,148,33140057
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AI3,136,EDL,151,34146923
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AI3,137,EDL,148,34625056
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AI4,135,EDL,148,28872645
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AI4,136,EDL,148,28873053
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AI4,137,EDL,148,28824508
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AJ1,135,EDL,148,29515381
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AJ1,136,EDL,148,29405491
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AJ1,137,EDL,148,29666150
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AJ2,135,EDL,148,29066534
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AJ2,136,EDL,154,29135118
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AJ2,137,EDL,148,28975244
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AK1,135,EDL,148,33116162
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AK1,136,EDL,148,31897778
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AK1,137,EDL,148,31667821
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AK2,135,EDL,148,30276400
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AK2,136,EDL,148,29876468
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AK2,137,EDL,148,29991831
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AK3,135,EDL,148,31976094
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AK3,136,EDL,148,31690673
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AK3,137,EDL,148,31737015
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AK4,135,EDL,148,30399874
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AK4,136,EDL,148,31150019
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,AK4,137,EDL,148,30603030
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BG1,135,EDL,124,26172965
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BG1,136,EDL,124,33005546
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BG2,136,EDL,124,22949681
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BG2,137,EDL,148,32358357
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BGB,136,SAM,117,43139072
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BGB,137,SAM,148,75214848
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BH1,135,EDL,148,30739155
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BH1,136,EDL,148,31126584
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BH1,137,EDL,148,31107095
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BH2,135,EDL,148,41661593
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BH2,136,EDL,148,53751725
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BH2,137,EDL,148,43356384
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BH3,135,EDL,148,32496280
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BH3,136,EDL,148,32415184
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BH3,137,EDL,148,32532163
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BI1,135,EDL,148,39770969
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BI1,136,EDL,148,38624017
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BI1,137,EDL,148,39301228
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BI2,135,EDL,148,43485454
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BI2,136,EDL,148,43328966
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BI2,137,EDL,148,44634385
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BI4,135,EDL,148,33147285
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BI4,136,EDL,148,32883130
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BI4,137,EDL,148,33516793
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BJ1,135,EDL,148,29413381
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BJ1,136,EDL,148,28933228
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BJ1,137,EDL,148,28942733
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BJ2,135,EDL,148,28871272
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BJ2,136,EDL,148,28864627
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BJ2,137,EDL,148,28958780
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BK1,135,EDL,151,28213507
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BK1,136,EDL,148,28794813
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BK1,137,EDL,148,28811791
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BK2,135,EDL,109,19959854
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BK2,136,EDL,148,31360947
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BK2,137,EDL,148,31279231
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BK3,136,EDL,114,22291122
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,BK3,137,EDL,157,29387191
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CG1,135,EDL,148,29269283
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CG1,136,EDL,148,29220838
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CG1,137,EDL,148,29144551
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CG2,135,EDL,124,22735971
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CG2,136,EDL,148,30674770
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CG2,137,EDL,148,30616654
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CG3,136,EDL,127,29857699
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CG3,137,EDL,148,40324929
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CG4,136,EDL,127,29857699
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CG4,137,EDL,148,40324929
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CI1,135,EDL,148,38849153
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CI1,136,EDL,148,38723780
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CI1,137,EDL,148,39002177
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CI2,135,EDL,118,20668702
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CI2,136,EDL,148,30050707
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CI2,137,EDL,148,29545059
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CI3,136,EDL,121,20805469
/Volumes/Untitled/MERAMEX DATA,DOY 135 -137_120405,CI3,137,EDL,148,28883079
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AI1,138,EDL,154,58107625
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AI1,139,EDL,154,58061416
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AI2,138,EDL,148,28916608
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AI2,139,EDL,148,28831491
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AI3,138,EDL,148,35372983
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AI3,139,EDL,148,34658435
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AI4,138,EDL,148,28862062
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AI4,139,EDL,148,28798725
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AJ1,138,EDL,148,29539287
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AJ1,139,EDL,148,29573042
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AJ2,138,EDL,148,29083289
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AJ2,139,EDL,148,28942446
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AK1,138,EDL,148,33025775
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AK1,139,EDL,148,31950471
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AK2,138,EDL,148,29922084
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AK2,139,EDL,148,29683988
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AK3,138,EDL,148,32186657
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AK3,139,EDL,148,32174349
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AK4,138,EDL,148,30480595
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,AK4,139,EDL,148,30693848
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BE1,138,EDL,124,27000741
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BE1,139,EDL,148,48693336
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BE2,139,EDL,136,33040864
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BE3,139,EDL,106,21073642
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BF1,138,EDL,115,24565206
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BF1,139,EDL,148,38671652
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BF2,139,EDL,132,27991803
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BG2,138,EDL,148,32598752
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BG2,139,EDL,148,32345386
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BG3,138,EDL,127,41646512
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BG3,139,EDL,148,54427976
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BGB,138,SAM,145,74240000
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BGB,139,SAM,145,74260480
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BH1,138,EDL,148,32571626
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BH1,139,EDL,148,31123039
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BH2,138,EDL,148,42202537
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BH2,139,EDL,148,41005290
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BH3,138,EDL,148,34676876
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BH3,139,EDL,148,33433979
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BI1,138,EDL,148,39355944
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BI1,139,EDL,148,39079955
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BI2,138,EDL,148,45228282
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BI2,139,EDL,148,44766790
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BI4,138,EDL,148,32588782
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BI4,139,EDL,148,32702269
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BJ1,138,EDL,148,28922081
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BJ1,139,EDL,148,28920014
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BJ2,138,EDL,148,28979493
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BJ2,139,EDL,148,28838402
/Volumes/Untitled/MERAMEX DATA,DOY 138-139_080405,BK1,139,EDL,127,24633534
/Volumes/Untitled/MERAMEX DATA,DOY 139-167_1205_OB1,OH01,139,OBS,20,2252800
/Volumes/Untitled/MERAMEX DATA,DOY 139-167_1205_OB1,OH01,140,OBS,48,5615616
/Volumes/Untitled/MERAMEX DATA,DOY 139-167_1205_OB1,OH01,141,OBS,48,5271552
/Volumes/Untitled/MERAMEX DATA,DOY 139-167_1205_OB1,OH01,142,OBS,48,5050368
/Volumes/Untitled/MERAMEX DATA,DOY 139-167_1205_OB1,OH01,143,OBS,48,5042176
/Volumes/Untitled/MERAMEX DATA,DOY 139-167_1205_OB1,OH01,144,OBS,48,5332992
/Volumes/Untitled/MERAMEX DATA,DOY 139-167_1205_OB1,OH01,145,OBS,48,5541888
/Volumes/Untitled/MERAMEX DATA,DOY 139-167_1205_OB1,OH01,146,OBS,48,5636096
/Volumes/Untitled/MERAMEX DATA,DOY 139-167_1205_OB1,OH01,147,OBS,48,5492736
/Volumes/Untitled/MERAMEX DATA,DOY 139-167_1205_OB1,OH01,148,OBS,48,5492736
/Volumes/Untitled/MERAMEX DATA,DOY 139-167_1205_OB1,OH01,149,OBS,48,5562368
/Volumes/Untitled/MERAMEX DATA,DOY 139-167_1205_OB1,OH01,150,OBS,48,5869568
/Volumes/Untitled/MERAMEX DATA,DOY 139-167_1205_OB1,OH01,151,OBS,48,5505024
