id,latitude,longitude,elevation,x,y,z
AG3b,-7.84336,109.94033,40.0,-62.1261395539123,43.699597076887606,-0.04
BG2,-7.48676,110.04437,800.0,-50.693816408333085,83.15263436312142,-0.8
BG3,-7.3893,109.99378,1060.0,-56.29038867773916,93.9252785894907,-1.06
CG1a,-7.26988,109.99025,1866.0,-56.695218175710465,107.13228588085761,-1.866
CG1b,-7.26988,109.99025,1866.0,-56.695218175710465,107.13228588085761,-1.866
CG1c,-7.26988,109.99025,1866.0,-56.695218175710465,107.13228588085761,-1.866
CG2,-7.17724,110.0377,905.0,-51.4655801300292,117.38351088260488,-0.905
CI1,-7.45,110.50234,1070.0,-0.1440537129304387,87.24450803299517,-1.07
CI2,-7.4174,110.62157,500.0,13.018236495231884,90.84810611941191,-0.5
CI3,-7.29246,110.561,500.0,6.333426917208977,104.6668570621364,-0.5
CH1,-7.27396,110.2406,691.0,-29.048034399920336,106.70477109565017,-0.691
CH2,-7.22458,110.35304,993.0,-16.633068961523165,112.17149546494743,-0.993
BE1,-7.3784,109.5666,270.0,-103.45783827694305,95.05429810244452,-0.27
BE2,-7.46213,109.60206,210.0,-99.52360620453199,85.80131593841331,-0.21
BE3,-7.33705,109.70866,570.0,-87.78025033154151,99.65817562737823,-0.57
BF1,-7.37186,109.8565,830.0,-71.44980833106936,95.83445090887933,-0.83
BF2,-7.49034,109.82459,525.0,-74.95298863779881,82.7252822101242,-0.525
BF3,-7.47501,109.95369,910.0,-60.704784000313666,84.44067496245682,-0.91
CJ1,-7.51903,110.69235,201.0,20.82714911315179,79.60577730238924,-0.201
CJ2,-7.35847,110.73834,230.0,25.91245317600652,97.36026251619403,-0.23
CK1a,-7.63768,111.13364,1190.0,69.5140178251437,66.43754063359181,-1.19
CK1b,-7.63768,111.13364,1190.0,69.5140178251437,66.43754063359181,-1.19
CK2,-7.35486,110.92136,150.0,46.120163379631315,97.74477661641879,-0.15
CF1,-7.27323,109.90872,1250.0,-65.69854297570346,106.75076274205526,-1.25
AH4,-7.81151,110.29389,180.0,-23.134627069552767,47.25796610301817,-0.18
AF3,-7.78646,109.7447,50.0,-83.713923466904,49.95899977159959,-0.05
CE1,-7.2426,109.7201,1185.0,-86.5351252519846,110.10677890227188,-1.185
CE2,-7.25089,109.60251,700.0,-99.5209836661589,109.16578741860053,-0.7
AG4,-7.84247,110.13904,160.0,-40.21079455173729,43.82224665382813,-0.16
AH5a,-7.74402,110.28101,170.0,-24.559140006893454,54.72132272824479,-0.17
AH5b,-7.74402,110.28101,170.0,-24.559140006893454,54.72132272824479,-0.17
AH5c,-7.74402,110.28101,170.0,-24.559140006893454,54.72132272824479,-0.17
AK5,-8.03656,110.98417,230.0,52.970524916649026,22.343176013962164,-0.23
DK1a,-7.32878,111.12865,170.0,69.01193480340011,100.60253197821639,-0.17
DK1b,-7.3286,111.12865,140.0,69.01196250596597,100.62243975403199,-0.14
DK2,-7.20901,111.09905,125.0,65.76085557132589,113.85327986063302,-0.125
AH2,-7.92381,110.22264,75.0,-30.9847588278029,34.833419076283334,-0.075
DJ1,-7.23831,110.73718,170.0,25.79125893885304,110.64919555697608,-0.17
DH1,-7.11215,110.42958,280.0,-8.18186160972377,124.60739985156226,-0.28
DH2,-7.14759,110.32017,750.0,-20.266708653376767,120.68465841821688,-0.75
DI1a,-7.17086,110.60024,100.0,10.669361800753652,118.11410853847391,-0.1
DI1b,-7.17083,110.60024,103.0,10.669362498969466,118.11742629045833,-0.103
DI2,-7.03794,110.67457,30.0,18.884894199791944,132.8115703891448,-0.03
DJ2a,-7.10987,110.76478,70.0,28.847466497707675,124.85206608791678,-0.07
DJ2b,-7.10987,110.76478,70.0,28.847466497707675,124.85206608791678,-0.07
DE1,-6.96582,109.80323,150.0,-77.40001471174281,140.733451502897,-0.15
CG4,-7.35985,110.13804,960.0,-40.3661346476235,97.19794405844142,-0.96
DJ3,-7.27839,110.85932,140.0,39.27688268284688,106.20784583674545,-0.14
DK3,-7.1508,110.92612,80.0,46.666735966996654,120.31227998867071,-0.08
DL1,-7.2053,111.23194,125.0,80.43954786269923,114.2423295543985,-0.125
NG1,-5.7987,110.34493,2.0,-17.57828826374419,269.85787623016574,-0.002
NG2,-5.88063,110.44238,60.0,-6.7843381465805415,260.79967221552397,-0.06
NL1,-7.06147,111.34135,104.0,92.55345641214763,130.12963398883866,-0.104
NK1,-6.94875,111.22667,186.0,79.9015674330009,142.61761499783782,-0.186
NJ1,-6.51162,110.75074,300.0,27.330301428642862,191.01392887571038,-0.3
NJ2,-6.41835,110.93971,40.0,48.24075228287171,201.3146663541025,-0.04
NJ3,-6.58776,110.96294,350.0,50.793670302092316,182.5770298926673,-0.35
NJ4,-6.60751,110.78426,300.0,31.031923924832462,180.40751100024588,-0.3
NJ5a,-6.95383,110.86012,46.0,39.392892615078324,142.10197321071905,-0.046
NJ5b,-6.95383,110.86012,46.0,39.392892615078324,142.10197321071905,-0.046
NL2,-6.78878,111.52069,130.0,112.43416780184448,160.25174726508217,-0.13
NK3,-7.07123,111.00241,78.0,55.10343118053886,129.1039209146724,-0.078
NK4,-6.87811,111.08651,71.0,64.4214531932472,150.45147032903824,-0.071
NL3,-6.66574,111.50304,170.0,110.51057768632829,173.86476764600692,-0.17
NL4,-6.83338,111.37561,89.0,96.38537965603975,155.35013811529907,-0.089
CE3,-7.10009,109.58158,651.0,-101.86620782390565,125.84046502276807,-0.651
NJ6,-6.86953,110.60822,38.0,11.558224136140302,151.43831527451565,-0.038
NJ7a,-6.77616,110.95932,131.0,50.37404262249815,161.74172491835256,-0.131
NJ7b,-6.77616,110.95932,131.0,50.37404262249815,161.74172491835256,-0.131
CK3,-7.49162,111.10958,236.0,66.88161624824946,82.59551424116813,-0.236
DG1,-7.09002,110.08253,572.0,-46.52263136206194,127.03433636737402,-0.572
CK4a,-7.48169,110.95802,126.0,50.15353275732338,83.71392051107081,-0.126
CK4b,-7.48169,110.95802,126.0,50.15353275732338,83.71392051107081,-0.126
NK5,-7.0524,111.12434,85.0,68.57746441458298,131.17026865350235,-0.085
NL5,-6.95196,111.47959,153.0,107.85335045053546,142.21242645542384,-0.153
AF4,-7.79738,109.74498,32.0,-83.68086852075487,48.751258527104206,-0.032
NJ8,-6.72561,110.81139,120.0,34.02398899424052,167.34496440692598,-0.12
DH3,-7.2077,110.47253,336.0,-3.4365164706979665,114.04091708504156,-0.336
CK6,-7.59042,111.03057,427.0,58.147241068828905,71.679678552563,-0.427
AHB,-7.87747,110.31186,80.0,-21.149311462595954,39.964026693518505,-0.08
AJB,-8.05935,110.65646,280.0,16.844401433460554,19.8505976392322,-0.28
BGB,-7.49944,110.17211,390.0,-36.59290095889173,81.76296899891896,-0.39
BIB,-7.6075,110.44533,830.0,-6.434837079286903,69.8256235739647,-0.83
BKB,-7.85205,111.11289,325.0,67.1903892212076,42.73140020783899,-0.325
AFB,-7.62696,109.77509,140.0,-80.39171929091414,67.60606224306159,-0.14
CJB,-7.45577,110.83399,140.0,36.465178162771416,86.59274604430486,-0.14
BEB,-7.42463,109.74207,740.0,-84.07444451072809,89.97804265732523,-0.74
CFB,-7.13705,109.95567,980.0,-60.5316836719473,121.81836534542886,-0.98
DEB,-7.03357,109.73565,290.0,-84.85618299959408,133.22866229369305,-0.29
DGB,-7.05743,110.21441,315.0,-31.955295734906926,130.64969346531774,-0.315
DKB,-7.3227,111.03449,120.0,58.615434890201946,101.28833999595057,-0.12
DIB,-7.08947,110.55443,70.0,5.610425121566547,127.11595715996863,-0.07
