time,latitude,longitude,depth,rms,nphs,gap,dist,errh_km,errz_km,time_utc,quality_pass
1086270043.265598,-8.212293,110.36623,27.060221,0.156827,9,263.816,27.5273,4.32,4.94,2004-06-03 13:40:43.265598059+00:00,True
1086273991.71156,-8.915765,110.56334,32.001628,0.264444,29,309.26,88.5681,4.05,7.18,2004-06-03 14:46:31.711560011+00:00,False
1086277743.095009,-8.461274,112.447844,159.736979,0.31609,9,352.374,188.342,75.21,62.55,2004-06-03 15:49:03.095009089+00:00,False
1086279042.136232,-8.438879,111.138588,71.532878,0.256125,24,311.177,40.3514,5.56,3.5,2004-06-03 16:10:42.136231899+00:00,False
1086281992.692568,-8.801154,110.991232,38.013672,0.42443,15,328.714,85.0218,9.23,16.27,2004-06-03 16:59:52.692568064+00:00,False
1086315493.904312,-9.060675,110.291229,22.942383,0.453801,38,306.536,111.984,4.47,9.75,2004-06-04 02:18:13.904311895+00:00,False
1086319718.165098,-7.900736,109.853621,23.971842,0.277257,29,196.565,22.3995,2.51,3.55,2004-06-04 03:28:38.165097952+00:00,True
1086327654.079616,-8.896004,111.770067,17.589193,0.327883,27,328.991,125.909,7.95,19.92,2004-06-04 05:40:54.079616070+00:00,False
1086350305.792871,-8.972411,110.343293,62.55599,0.384329,22,311.339,101.014,7.86,15.84,2004-06-04 11:58:25.792870998+00:00,False
1086352123.190513,-8.475765,110.230286,40.072591,0.336988,16,284.544,54.1036,6.66,9.02,2004-06-04 12:28:43.190512896+00:00,False
1086362569.828907,-10.131692,109.978766,240.446615,0.38058,15,339.148,251.801,29.61,10.4,2004-06-04 15:22:49.828907013+00:00,False
1086366188.639558,-8.874927,110.362001,5.729818,0.613129,69,298.504,90.0077,4.36,5.33,2004-06-04 16:23:08.639558077+00:00,False
1086366547.970156,-8.154329,110.592488,123.25293,0.265802,35,205.522,7.24195,6.39,2.48,2004-06-04 16:29:07.970155954+00:00,False
1086367101.22914,-8.943429,110.436655,35.048828,0.357047,21,309.877,104.693,5.62,14.62,2004-06-04 16:38:21.229140043+00:00,False
1086367156.686521,-9.017202,111.247623,31.754557,0.461026,19,328.453,101.434,8.62,13.79,2004-06-04 16:39:16.686521053+00:00,False
1086373508.150177,-9.03301,110.271236,22.201172,0.34645,17,310.435,109.671,7.53,12.64,2004-06-04 18:25:08.150177002+00:00,False
1086375189.839267,-8.326245,110.101909,29.983887,0.217207,24,281.893,45.3242,3.0,4.16,2004-06-04 18:53:09.839267015+00:00,True
1086383062.972229,-8.297263,110.955301,21.99528,0.270855,35,281.146,15.4028,2.09,1.46,2004-06-04 21:04:22.972229004+00:00,True
1086397400.718591,-8.487622,110.194315,79.686198,0.225542,10,287.263,73.425,21.95,22.31,2004-06-05 01:03:20.718590975+00:00,False
1086427526.805121,-8.502113,111.173325,80.592122,0.275192,28,305.999,48.0942,6.41,4.52,2004-06-05 09:25:26.805120945+00:00,False
1086447206.382489,-8.751094,111.537647,34.22526,0.264136,13,347.277,100.004,17.21,18.12,2004-06-05 14:53:26.382488966+00:00,False
1086448383.100124,-8.624627,110.641903,60.579427,0.297393,14,316.346,71.9993,10.13,13.09,2004-06-05 15:13:03.100123882+00:00,False
1086451895.517987,-8.840675,112.449809,117.570312,0.262525,11,346.704,183.335,38.32,45.65,2004-06-05 16:11:35.517987013+00:00,False
1086459079.131621,-9.022471,111.236963,22.201172,0.196635,15,329.422,113.055,8.7,18.55,2004-06-05 18:11:19.131620884+00:00,False
1086462152.429984,-9.098878,110.556703,30.93099,0.286908,13,314.337,111.917,12.12,19.16,2004-06-05 19:02:32.429984093+00:00,False
1086527885.090862,-8.720795,111.504243,24.754232,0.249765,35,320.126,91.0738,4.17,4.78,2004-06-06 13:18:05.090862036+00:00,False
1086551869.970969,-8.840675,110.508666,35.872396,0.334114,10,328.196,94.0095,19.75,30.18,2004-06-06 19:57:49.970968962+00:00,False
1086555278.192938,-9.076483,110.622068,18.000977,0.390386,37,301.795,103.829,5.23,7.54,2004-06-06 20:54:38.192938089+00:00,False
1086598015.023787,-8.940795,112.018267,13.141927,0.199742,9,346.655,151.603,43.13,47.62,2004-06-07 08:46:55.023787022+00:00,False
1086603253.982126,-8.004808,111.21172,13.018392,0.221718,12,253.72,25.3076,2.71,3.54,2004-06-07 10:14:13.982125998+00:00,True
1086609994.393306,-8.849897,110.416673,80.097982,0.395337,46,287.203,85.9293,6.39,8.59,2004-06-07 12:06:34.393306017+00:00,False
1086616986.802861,-8.369059,109.749673,56.461589,0.195936,12,325.931,67.5962,8.33,11.29,2004-06-07 14:03:06.802860975+00:00,False
1086619404.765174,-8.84331,111.401918,32.742839,0.291007,17,325.474,93.3154,6.01,11.01,2004-06-07 14:43:24.765173912+00:00,False
1086620272.400546,-8.242592,111.672043,126.30013,0.167637,21,327.485,79.0624,12.78,6.98,2004-06-07 14:57:52.400546074+00:00,False
1086684168.221923,-7.122503,109.999815,-1.291097,0.141157,10,176.778,5.13057,4.99,3.92,2004-06-08 08:42:48.221923113+00:00,True
1086692629.577388,-8.772831,110.458678,36.984212,0.439439,63,283.45,76.6664,2.75,4.65,2004-06-08 11:03:49.577388048+00:00,True
1086692816.879031,-7.913251,108.423155,146.559896,0.285202,14,333.252,154.999,45.53,56.04,2004-06-08 11:06:56.879030943+00:00,False
1086706063.6301,-9.048819,110.73011,29.777995,0.361012,24,311.793,107.746,5.37,13.03,2004-06-08 14:47:43.630100012+00:00,False
1086708149.691384,-8.225466,110.816123,87.674805,0.270986,33,241.135,8.92715,4.48,2.08,2004-06-08 15:22:29.691384077+00:00,True
1086733912.509184,-8.618041,111.522622,22.283529,0.226799,26,325.777,85.6313,4.93,7.07,2004-06-08 22:31:52.509183884+00:00,False
1086738031.326363,-8.614089,111.515949,25.001302,0.210229,13,343.848,84.7791,9.18,10.72,2004-06-08 23:40:31.326363087+00:00,False
1086741388.355474,-8.716843,110.298086,38.013672,0.305718,17,314.029,75.6671,7.21,10.47,2004-06-09 00:36:28.355473995+00:00,False
1086754419.238446,-8.511334,110.207617,83.804036,0.147611,15,323.921,61.4299,11.95,10.82,2004-06-09 04:13:39.238445997+00:00,False
1086755330.322665,-8.189897,109.084544,79.521484,0.283132,16,308.033,72.1618,14.47,17.08,2004-06-09 04:28:50.322664976+00:00,False
1086772482.881505,-8.342712,110.995964,107.193359,0.0856399,10,315.404,56.0002,25.79,16.41,2004-06-09 09:14:42.881505013+00:00,False
1086794543.82082,-8.380915,110.707059,30.025065,0.207078,15,281.671,36.1849,4.14,8.79,2004-06-09 15:22:23.820820093+00:00,True
1086802389.957527,-8.236005,111.423109,122.923503,0.358581,57,279.906,53.128,4.26,2.34,2004-06-09 17:33:09.957526922+00:00,True
1086810135.915038,-8.401993,110.299583,104.475586,0.487556,47,243.137,44.5413,6.44,3.79,2004-06-09 19:42:15.915038109+00:00,False
1086823123.646905,-8.205706,109.659476,85.780599,0.387089,17,259.312,59.1257,14.34,13.03,2004-06-09 23:18:43.646904945+00:00,False
1086840289.018871,-8.894687,110.165984,22.612956,0.447627,62,286.331,99.7276,3.07,3.87,2004-06-10 04:04:49.018871069+00:00,True
1086842098.385991,-8.336125,109.644553,59.838216,0.315885,40,263.85,70.9706,4.92,9.16,2004-06-10 04:34:58.385991096+00:00,True
1086854169.275087,-8.780076,110.628632,53.496745,0.223567,15,315.452,72.1808,7.12,12.47,2004-06-10 07:56:09.275087118+00:00,False
1086866604.020892,-8.845945,110.364678,61.897135,0.190089,9,332.327,105.235,22.59,25.96,2004-06-10 11:23:24.020891905+00:00,False
1086870046.485676,-7.371156,109.360276,14.006673,0.18583,19,265.818,22.7686,1.89,2.94,2004-06-10 12:20:46.485676050+00:00,True
1086889530.601892,-8.678639,110.79784,48.472982,0.276771,34,305.764,56.3326,3.62,4.61,2004-06-10 17:45:30.601891994+00:00,False
1086934783.080203,-8.853849,110.154021,35.378255,0.304765,22,307.105,96.309,5.64,11.99,2004-06-11 06:19:43.080203056+00:00,False
1086955347.582553,-8.424388,108.862632,93.522135,0.421257,21,305.142,124.906,13.9,29.14,2004-06-11 12:02:27.582552910+00:00,False
1086959271.577491,-8.805106,110.459341,31.013346,0.333078,33,302.917,80.1984,3.56,6.71,2004-06-11 13:07:51.577491045+00:00,False
1086969362.736052,-8.147742,110.867962,97.639974,0.0828195,8,224.149,10.172,17.27,7.98,2004-06-11 15:56:02.736052036+00:00,False
1086975111.775894,-7.384329,109.377511,18.453939,0.116768,13,259.537,20.8605,2.39,2.91,2004-06-11 17:31:51.775893927+00:00,True
1086991958.052943,-8.803789,110.556655,36.860677,0.370391,9,311.409,97.4423,33.18,34.96,2004-06-11 22:12:38.052942991+00:00,False
1086992507.280941,-8.317682,110.150513,86.52181,0.295383,30,235.084,41.4369,5.97,4.21,2004-06-11 22:21:47.280941010+00:00,False
1087001480.436305,-9.106783,110.575383,48.884766,0.453375,21,319.455,108.556,8.7,17.9,2004-06-12 00:51:20.436305046+00:00,False
1087028819.080386,-9.341273,111.507311,-2.670573,0.534407,18,328.09,146.244,34.11,39.83,2004-06-12 08:26:59.080385923+00:00,False
1087046335.314651,-8.270915,110.287003,30.478027,0.223581,24,259.986,30.4914,2.58,2.64,2004-06-12 13:18:55.314651012+00:00,True
1087056553.446329,-8.942112,109.920563,23.930664,0.548247,58,289.91,114.608,4.0,13.45,2004-06-12 16:09:13.446329117+00:00,False
1087061612.613408,-8.479717,111.028106,83.804036,0.23095,17,302.938,46.2037,8.48,5.72,2004-06-12 17:33:32.613408089+00:00,False
1087062759.753556,-8.380915,111.237029,100.193034,0.246251,22,306.3,45.0052,7.8,3.97,2004-06-12 17:52:39.753556013+00:00,False
1087068248.282391,-8.321634,111.033215,111.146484,0.0468574,8,306.247,32.1484,20.82,9.95,2004-06-12 19:24:08.282391071+00:00,False
1087074595.94587,-8.4784,110.219629,39.08431,0.329544,25,285.279,54.6961,4.46,5.2,2004-06-12 21:09:55.945869923+00:00,True
1087079467.889416,-7.498281,109.86154,13.224284,0.146228,12,133.859,4.16948,2.45,2.98,2004-06-12 22:31:07.889415979+00:00,True
1087106982.013696,-8.371694,108.852201,100.769531,0.463093,21,317.002,121.205,17.77,32.14,2004-06-13 06:09:42.013695955+00:00,False
1087112132.436547,-8.728699,110.312741,20.96582,0.453101,60,291.646,76.2621,2.73,4.76,2004-06-13 07:35:32.436547041+00:00,True
1087139582.213034,-9.17792,112.686494,134.700521,0.432326,18,340.138,225.757,30.54,56.37,2004-06-13 15:13:02.213033915+00:00,False
1087144537.92915,-8.827501,110.463338,54.814453,0.237693,11,332.822,97.9772,11.88,21.1,2004-06-13 16:35:37.929150105+00:00,False
1087146662.715011,-8.674687,110.937761,54.814453,0.258528,11,323.968,71.1461,11.17,13.42,2004-06-13 17:11:02.715010881+00:00,False
1087157162.348301,-6.804031,111.938804,10.01237,0.414668,38,295.018,46.1924,3.92,4.23,2004-06-13 20:06:02.348300934+00:00,True
1087175875.802779,-8.380915,111.774989,1.035482,0.331279,33,313.095,93.5435,6.24,5.81,2004-06-14 01:17:55.802778959+00:00,False
1087179369.740108,-8.473131,111.391706,19.977539,0.217194,17,336.958,64.8485,5.29,6.84,2004-06-14 02:16:09.740108013+00:00,False
1087190041.139575,-8.423071,110.619187,32.989909,0.241203,16,290.662,40.6529,3.45,5.08,2004-06-14 05:14:01.139575005+00:00,True
1087206457.563268,-8.244568,110.308315,33.278158,0.0660854,9,254.807,27.1149,3.65,2.88,2004-06-14 09:47:37.563267946+00:00,True
1087221890.90531,-8.84331,110.468669,36.037109,0.300085,17,328.903,84.4217,6.5,12.64,2004-06-14 14:04:50.905309916+00:00,False
1087231766.62024,-5.677026,110.525139,2.723796,0.270637,19,268.025,24.0938,2.97,2.68,2004-06-14 16:49:26.620239973+00:00,True
1087239091.646245,-8.8881,111.858043,80.345052,0.346551,20,330.137,134.758,14.16,28.54,2004-06-14 18:51:31.646245003+00:00,False
1087247652.585625,-8.424388,109.033094,88.910156,0.362583,31,303.532,96.8887,8.05,12.94,2004-06-14 21:14:12.585624933+00:00,False
1087259812.693587,-8.413849,108.969212,67.826823,0.264874,9,320.232,99.709,28.11,31.14,2004-06-15 00:36:52.693587065+00:00,False
1087269042.613444,-8.030496,110.938366,108.099284,0.146654,21,140.855,5.08735,6.04,2.53,2004-06-15 03:10:42.613444090+00:00,False
1087284592.66682,-8.585107,110.505994,39.990234,0.406074,14,304.831,65.5947,7.4,13.78,2004-06-15 07:29:52.666820049+00:00,False
1087291745.591813,-7.545048,111.241502,13.183105,0.264592,19,230.638,15.7011,2.54,1.94,2004-06-15 09:29:05.591813087+00:00,True
1087291952.221108,-7.527922,111.264063,13.265462,0.389103,51,195.729,17.4961,2.0,2.06,2004-06-15 09:32:32.221107960+00:00,True
1087299408.611302,-8.158281,109.20177,68.650391,0.178536,11,304.169,62.0246,14.81,15.5,2004-06-15 11:36:48.611301899+00:00,False
1087310311.183372,-7.375108,109.376206,15.571452,0.161807,10,261.102,20.9997,2.73,4.1,2004-06-15 14:38:31.183372021+00:00,True
1087310317.277352,-8.391454,111.798993,5.15332,0.333067,30,313.969,96.3336,6.16,5.54,2004-06-15 14:38:37.277352095+00:00,False
1087324369.787534,-8.824867,110.108721,58.602865,0.242964,9,319.249,110.131,24.43,32.41,2004-06-15 18:32:49.787533998+00:00,False
1087332964.013629,-8.285406,110.298977,29.983887,0.244654,24,260.995,31.7687,2.71,3.36,2004-06-15 20:56:04.013628960+00:00,True
1087334928.850696,-9.043549,111.311707,21.871745,0.375856,16,328.341,117.564,11.77,22.72,2004-06-15 21:28:48.850696087+00:00,False
1087351494.827014,-8.761633,109.874194,55.967448,0.0799426,9,335.438,99.363,21.9,21.86,2004-06-16 02:04:54.827013969+00:00,False
1087352734.972321,-8.890735,110.180654,24.836589,0.291811,22,308.493,98.6217,6.47,12.39,2004-06-16 02:25:34.972321033+00:00,False
1087418963.194795,-8.407262,110.669786,29.860352,0.246632,15,283.355,50.0067,3.71,8.32,2004-06-16 20:49:23.194794893+00:00,True
1087432824.719238,-6.958162,111.627395,37.601888,0.377401,17,310.722,56.5191,7.31,7.59,2004-06-17 00:40:24.719238043+00:00,False
1087438157.719279,-9.789177,112.62623,221.669271,0.298986,18,342.852,271.62,34.46,55.53,2004-06-17 02:09:17.719279051+00:00,False
1087462066.411039,-8.430975,109.860089,73.180013,0.295759,34,266.569,69.1938,6.22,7.78,2004-06-17 08:47:46.411039114+00:00,False
1087463280.811109,-8.21361,108.331104,135.688802,0.469532,37,320.95,183.083,20.13,44.78,2004-06-17 09:08:00.811109066+00:00,False
1087473270.070042,-8.801154,110.969903,36.695964,0.279221,16,322.416,85.0356,5.87,13.94,2004-06-17 11:54:30.070041895+00:00,False
1087489573.522645,-9.312291,110.335135,14.294922,0.458799,25,316.653,138.103,8.22,24.64,2004-06-17 16:26:13.522644997+00:00,False
1087490650.950897,-8.801154,110.41535,36.037109,0.286425,17,310.647,86.1672,5.53,12.59,2004-06-17 16:44:10.950896978+00:00,False
1087491828.571263,-8.716843,110.415369,38.013672,0.272139,13,325.99,80.595,9.46,17.78,2004-06-17 17:03:48.571263075+00:00,False
1087501885.323597,-8.781394,110.989873,37.272461,0.327972,42,307.81,68.0045,3.48,5.24,2004-06-17 19:51:25.323596954+00:00,False
1087505441.090456,-8.164867,111.111524,133.794596,0.279564,40,307.304,19.9891,7.79,2.42,2004-06-17 20:50:41.090456009+00:00,False
1087538760.732391,-8.179358,109.180407,69.638672,0.214431,15,305.661,65.235,10.52,12.71,2004-06-18 06:06:00.732391119+00:00,False
1087559999.171415,-9.034328,110.600711,29.530924,0.3142,29,300.049,100.034,4.31,10.8,2004-06-18 11:59:59.171415091+00:00,False
1087561487.209651,-8.943429,110.575347,40.319661,0.375092,13,310.615,110.438,11.69,24.18,2004-06-18 12:24:47.209650993+00:00,False
1087570492.515922,-8.706304,110.276768,39.001953,0.401695,23,299.002,75.5695,5.8,8.85,2004-06-18 14:54:52.515922070+00:00,False
1087570719.095241,-8.20834,108.868857,92.533854,0.305473,12,340.728,135.993,23.81,30.99,2004-06-18 14:58:39.095241070+00:00,False
1087572288.987459,-8.856483,109.83137,22.365885,0.125265,10,341.596,119.808,15.16,22.2,2004-06-18 15:24:48.987458944+00:00,False
1087575426.51815,-8.353909,109.687787,64.985514,0.429579,99,261.916,61.3327,2.45,3.38,2004-06-18 16:17:06.518150091+00:00,True
1087581219.062642,-8.290017,111.310077,131.570964,0.335366,12,314.759,45.5834,14.72,8.87,2004-06-18 17:53:39.062642096+00:00,False
1087591082.724887,-8.120077,110.584496,88.663086,0.223494,29,195.584,3.36967,4.03,2.31,2004-06-18 20:38:02.724886894+00:00,True
1087597021.55514,-8.853849,111.113962,35.048828,0.238203,12,345.442,79.2137,15.31,12.28,2004-06-18 22:17:01.555140018+00:00,False
1087637218.905035,-8.790615,111.017879,25.495443,0.239268,18,317.251,69.6049,5.13,7.87,2004-06-19 09:26:58.905035019+00:00,False
1087648108.516123,-8.506065,110.953549,20.883464,0.286078,28,297.537,37.1929,2.83,4.27,2004-06-19 12:28:28.516123055+00:00,True
1087653629.674413,-8.600915,110.863063,100.275391,0.195142,11,318.432,64.1666,13.98,8.41,2004-06-19 14:00:29.674412966+00:00,False
1087675845.513114,-8.869657,111.140654,34.060547,0.330233,16,324.996,94.1971,6.47,17.23,2004-06-19 20:10:45.513113976+00:00,False
1087681588.199655,-8.234688,108.469422,170.608073,0.503152,53,323.998,218.335,16.86,24.41,2004-06-19 21:46:28.199655056+00:00,False
1087686079.305857,-8.594328,110.310142,71.862305,0.483671,52,264.612,62.7849,4.92,5.46,2004-06-19 23:01:19.305856943+00:00,True
1087691870.324988,-8.264987,109.796463,75.980143,0.412097,44,246.948,54.9964,5.86,5.53,2004-06-20 00:37:50.324987888+00:00,False
1087694087.940444,-8.897322,110.133979,31.013346,0.426171,42,287.904,101.607,3.51,7.13,2004-06-20 01:14:47.940443993+00:00,True
1087717060.299515,-8.415825,110.784982,29.819173,0.168963,14,280.883,29.8549,3.2,3.56,2004-06-20 07:37:40.299515009+00:00,True
1087721478.175776,-8.255107,110.313635,44.643392,0.231403,21,243.22,28.1629,3.03,2.27,2004-06-20 08:51:18.175776005+00:00,True
1087751229.24393,-8.606184,111.364038,11.988932,0.261005,14,321.405,75.8262,6.16,8.72,2004-06-20 17:07:09.243930101+00:00,False
1087755867.941009,-8.228101,110.39817,32.660482,0.214904,21,246.603,24.3428,2.62,1.99,2004-06-20 18:24:27.941009045+00:00,True
1087757648.555887,-8.355885,111.850802,145.242187,0.433899,8,345.303,123.434,40.03,47.6,2004-06-20 18:54:08.555886984+00:00,False
1087763646.442353,-9.143669,111.616159,11.330078,0.525583,33,317.427,134.088,9.71,20.47,2004-06-20 20:34:06.442353010+00:00,False
1087764992.803267,-7.17421,108.863529,4.000326,0.537958,59,277.859,79.6299,3.78,3.07,2004-06-20 20:56:32.803267002+00:00,False
1087767555.880344,-8.635166,110.961699,104.063802,0.296733,9,322.423,66.611,27.61,20.58,2004-06-20 21:39:15.880343914+00:00,False
1087777210.6875,-8.758999,110.298064,36.037109,0.237879,10,330.517,87.399,9.8,16.67,2004-06-21 00:20:10.687500+00:00,False
1087799782.708326,-8.25379,110.300324,32.45459,0.0932004,14,256.693,28.2985,3.03,2.36,2004-06-21 06:36:22.708326101+00:00,True
1087808981.023018,-8.656244,112.038419,88.910156,0.348904,15,347.243,134.756,20.23,30.12,2004-06-21 09:09:41.023017883+00:00,False
1087824510.477504,-7.782173,111.200699,16.806803,0.208262,15,243.142,12.4168,2.95,1.98,2004-06-21 13:28:30.477504015+00:00,True
1087833146.343972,-7.813131,109.982073,115.923177,0.315934,43,168.151,7.54942,5.56,2.48,2004-06-21 15:52:26.343971968+00:00,False
1087834307.682092,-8.654927,111.152276,61.155924,0.363101,34,307.746,60.6489,4.79,5.9,2004-06-21 16:11:47.682091951+00:00,False
1087836873.121244,-8.08846,110.991653,107.93457,0.217099,25,203.135,5.8286,5.59,2.49,2004-06-21 16:54:33.121243954+00:00,False
1087843128.792162,-8.606184,111.53991,16.930339,0.248683,10,329.571,87.9521,10.65,19.43,2004-06-21 18:38:48.792161942+00:00,False
1087870569.846434,-8.264328,110.304312,30.642741,0.217771,20,253.204,29.3556,3.02,2.73,2004-06-22 02:16:09.846434116+00:00,True
1087899473.412366,-8.275526,110.27036,33.319336,0.0314325,8,261.854,31.4863,3.87,4.06,2004-06-22 10:17:53.412365913+00:00,True
1087907555.648595,-8.303849,110.963297,19.112793,0.204117,15,298.707,26.9912,2.75,3.58,2004-06-22 12:32:35.648595095+00:00,True
1087922036.785005,-7.462383,109.914405,9.332926,0.353827,62,57.5871,4.55482,0.85,1.09,2004-06-22 16:33:56.785005093+00:00,True
1087924722.081443,-8.722112,110.404706,39.001953,0.272693,19,326.466,72.3819,6.92,10.08,2004-06-22 17:18:42.081443071+00:00,False
1087927595.374433,-7.334928,109.006394,218.292643,0.478346,86,302.688,61.9812,7.9,3.15,2004-06-22 18:06:35.374433041+00:00,False
1087929385.985142,-9.122591,110.105733,21.542318,0.273399,23,297.832,125.46,6.53,19.03,2004-06-22 18:36:25.985141993+00:00,False
1087931417.34283,-8.674687,109.967622,39.990234,0.257294,19,307.64,85.7919,5.01,9.87,2004-06-22 19:10:17.342829943+00:00,False
1087939139.690058,-6.360079,110.912888,4.000326,0.242784,19,258.629,7.12292,2.36,1.86,2004-06-22 21:18:59.690057993+00:00,True
1087972310.289253,-8.780076,110.964545,38.013672,0.281722,10,320.601,82.7062,11.94,21.97,2004-06-23 06:31:50.289252996+00:00,False
1088010588.776041,-8.413191,111.140543,23.477702,0.252474,28,298.135,38.5195,2.58,4.08,2004-06-23 17:09:48.776041031+00:00,True
1088028918.554916,-6.283672,110.578845,3.506185,0.574575,14,245.542,31.6693,7.77,4.23,2004-06-23 22:15:18.554915905+00:00,False
1088071008.500223,-8.519238,111.153374,96.816406,0.1937,21,322.145,48.1437,8.67,5.01,2004-06-24 09:56:48.500222921+00:00,False
1088080619.551145,-7.843431,110.712099,39.08431,0.325044,12,189.711,5.2923,4.43,2.83,2004-06-24 12:36:59.551145077+00:00,True
1088080727.237168,-7.465347,110.747782,153.477865,0.313894,9,318.165,35.9305,40.8,18.27,2004-06-24 12:38:47.237168074+00:00,False
1088101137.154575,-7.183596,109.848547,4.01062,0.659233,43,66.5096,4.8831,1.02,0.79,2004-06-24 18:18:57.154575109+00:00,False
1088109074.672215,-8.337442,109.254439,57.779297,0.321211,44,294.513,77.7674,4.17,9.22,2004-06-24 20:31:14.672214985+00:00,True
1088143085.633312,-8.217562,110.73093,122.264648,0.269008,38,223.771,9.21283,4.77,2.17,2004-06-25 05:58:05.633311987+00:00,True
1088155412.958513,-8.511334,111.065446,102.910807,0.252652,12,320.172,51.4913,11.3,6.07,2004-06-25 09:23:32.958513021+00:00,False
1088162541.609849,-8.772172,110.620632,59.920573,0.109264,8,329.86,75.7655,19.87,22.62,2004-06-25 11:22:21.609848976+00:00,False
1088162616.082749,-8.249179,110.967891,89.816081,0.294474,31,276.69,12.2279,6.2,2.18,2004-06-25 11:23:36.082748890+00:00,False
1088167798.176003,-8.316364,111.480546,121.029297,0.336194,22,298.567,62.8222,10.07,5.69,2004-06-25 12:49:58.176002979+00:00,False
1088168029.40904,-8.896004,109.375274,8.035807,0.380512,17,307.625,136.145,9.35,26.55,2004-06-25 12:53:49.409039974+00:00,False
1088169601.170073,-8.391454,110.627167,22.612956,0.171378,12,304.731,31.6695,3.47,4.71,2004-06-25 13:20:01.170073032+00:00,False
1088191808.497183,-8.059478,110.714872,127.864909,0.24999,39,111.17,6.43102,5.26,2.13,2004-06-25 19:30:08.497183084+00:00,False
1088200364.426306,-8.785346,110.330042,32.742839,0.310056,15,301.463,86.782,6.4,15.15,2004-06-25 21:52:44.426306009+00:00,False
1088243106.407894,-8.898639,110.951361,33.566406,0.279453,8,340.749,98.8551,29.63,30.13,2004-06-26 09:45:06.407893896+00:00,False
1088255508.801902,-8.462592,111.077361,108.428711,0.443537,59,297.574,38.1231,4.44,2.38,2004-06-26 13:11:48.801902056+00:00,True
1088273635.902708,-8.110856,110.245172,119.711589,0.221722,14,252.945,16.9251,9.89,3.87,2004-06-26 18:13:55.902708054+00:00,False
1088277171.903471,-8.74319,110.330061,38.013672,0.34167,16,308.703,77.0819,6.03,10.89,2004-06-26 19:12:51.903470993+00:00,False
1088283473.804693,-7.933011,110.49933,116.829102,0.259904,23,114.898,10.4153,7.2,2.77,2004-06-26 20:57:53.804692984+00:00,False
1088328753.506638,-8.892052,111.120693,29.860352,0.319948,34,314.137,83.4751,3.88,5.77,2004-06-27 09:32:33.506638049+00:00,False
1088356471.793487,-8.226784,110.324962,87.757161,0.212966,9,262.82,31.0004,8.52,5.78,2004-06-27 17:14:31.793487072+00:00,False
1088366237.74266,-8.549538,109.217787,34.307617,0.43109,49,298.898,101.429,4.08,12.12,2004-06-27 19:57:17.742660046+00:00,True
1088368038.79096,-8.346664,110.509983,55.885091,0.221961,10,299.736,29.0697,6.87,4.23,2004-06-27 20:27:18.790960073+00:00,False
1088379985.414187,-8.296604,111.52443,116.499674,0.478895,57,281.097,66.0737,5.3,3.48,2004-06-27 23:46:25.414186954+00:00,False
1088388772.045621,-10.126422,112.499962,154.466146,0.541543,15,349.949,279.58,41.57,63.07,2004-06-28 02:12:52.045620918+00:00,False
1088396153.10476,-8.621993,110.809787,93.686849,0.187321,13,307.474,52.8938,9.91,9.48,2004-06-28 04:15:53.104759932+00:00,False
1088422538.309849,-8.274867,110.302976,31.054525,0.203878,20,249.369,35.8671,2.61,3.05,2004-06-28 11:35:38.309849024+00:00,True
1088429922.084758,-8.341394,110.411456,82.074544,0.157858,16,279.917,32.8227,5.82,3.27,2004-06-28 13:38:42.084758043+00:00,False
1088431800.144581,-7.674149,110.458787,8.076986,0.178438,11,199.424,22.4915,1.71,2.68,2004-06-28 14:10:00.144581079+00:00,True
1088458225.935464,-9.130495,111.186483,19.730469,0.415474,11,337.277,123.624,40.93,32.12,2004-06-28 21:30:25.935463905+00:00,False
1088473112.082428,-8.714208,110.103506,22.695312,0.0648979,8,338.638,83.5588,28.84,20.14,2004-06-29 01:38:32.082427979+00:00,False
1088516568.850496,-7.851335,109.972717,116.334961,0.357363,24,206.722,8.28448,10.17,3.85,2004-06-29 13:42:48.850496054+00:00,False
1088526469.692305,-7.445422,109.916587,9.013794,0.245982,32,58.0133,5.25292,0.79,0.99,2004-06-29 16:27:49.692305088+00:00,True
1088536050.561046,-8.869657,109.866012,28.130859,0.236037,13,321.045,116.116,9.97,19.11,2004-06-29 19:07:30.561045885+00:00,False
1088607099.747402,-9.162112,110.492662,4.576823,0.429871,12,316.432,144.457,16.57,35.43,2004-06-30 14:51:39.747401953+00:00,False
1088626971.785045,-7.810497,111.442087,13.965495,0.549797,78,233.81,36.5653,2.9,5.16,2004-06-30 20:22:51.785044909+00:00,False
1088637612.274494,-8.836723,110.95795,35.954753,0.267489,23,316.037,79.2025,5.22,7.74,2004-06-30 23:20:12.274493933+00:00,False
1088648163.955897,-8.355227,110.353533,77.421387,0.302433,54,250.385,37.8195,3.51,2.51,2004-07-01 02:16:03.955897093+00:00,True
1088681808.575887,-8.0687,110.559205,109.828776,0.22367,10,208.941,33.4694,19.37,12.29,2004-07-01 11:36:48.575886965+00:00,False
1088689363.85524,-9.164747,110.356554,29.119141,0.387336,19,317.256,121.552,6.82,19.0,2004-07-01 13:42:43.855240107+00:00,False
1088690012.850687,-9.46774,111.144409,40.154948,0.776169,69,309.498,165.303,10.07,25.35,2004-07-01 13:53:32.850687027+00:00,False
1088696600.366207,-9.090974,110.324564,55.473307,0.420585,54,297.361,114.301,4.69,12.74,2004-07-01 15:43:20.366206884+00:00,True
