time_utc,latitude,longitude,depth,errh_km,errz_km,nbranch,cid,id,rmsP,rmsS
2004-08-16T10:44:54.641000Z,-8.05421,109.61855,86.522,-1.0,-1.0,1,242,243,0.0,0.0
2004-08-16T12:01:33.417000Z,-7.35041,109.623,0.233,-1.0,-1.0,1,243,244,0.0,0.0
2004-08-16T17:19:19.757000Z,-7.26741,109.99966,12.38,-1.0,-1.0,1,244,245,0.0,0.0
2004-08-18T09:04:16.502000Z,-8.8499,110.21935,34.966,-1.0,-1.0,1,245,246,0.0,0.0
2004-08-18T14:18:08.468000Z,-8.57852,110.23821,61.485,-1.0,-1.0,1,246,247,0.0,0.0
2004-08-18T18:28:16.632000Z,-8.26367,111.52834,124.324,-1.0,-1.0,1,247,248,0.0,0.0
2004-08-19T06:33:31.086000Z,-8.53636,109.70272,40.073,-1.0,-1.0,1,248,249,0.0,0.0
2004-08-19T11:45:01.171000Z,-8.25774,110.36022,56.009,-1.0,-1.0,1,249,250,0.0,0.0
2004-08-19T14:44:32.750000Z,-7.24271,109.8566,18.66,-1.0,-1.0,1,250,251,0.0,0.0
2004-08-19T15:50:34.232000Z,-8.58774,109.71994,53.003,-1.0,-1.0,1,251,252,0.0,0.0
2004-08-19T19:21:01.277000Z,-8.26695,110.26817,36.837,0.72,0.594,16,1,253,0.25,0.25
2004-08-20T17:12:10.801000Z,-8.02654,109.95254,100.275,-1.0,-1.0,1,253,254,0.0,0.0
2004-08-20T21:51:20.186000Z,-8.2281,110.53128,90.146,-1.0,-1.0,1,254,255,0.0,0.0
2004-08-21T10:18:25.379000Z,-8.07397,109.99505,97.969,-1.0,-1.0,1,279,256,0.0,0.0
2004-08-21T18:36:32.588000Z,-7.51441,109.86833,14.674,0.328,0.539,13,2,257,0.11,0.07
2004-08-21T23:22:29.531000Z,-7.96858,111.77234,172.749,-1.0,-1.0,1,260,258,0.0,0.0
2004-08-22T21:46:09.555000Z,-7.99394,110.41851,19.01,-1.0,-1.0,1,259,259,0.0,0.0
2004-08-22T23:57:27.421000Z,-7.98966,109.67589,165.173,-1.0,-1.0,1,256,260,0.0,0.0
2004-08-24T07:08:30.193000Z,-8.11678,110.39221,116.788,-1.0,-1.0,1,255,261,0.0,0.0
2004-08-25T22:57:29.421000Z,-8.24047,110.29957,31.95,0.554,0.477,16,1,262,0.24,0.19
2004-08-26T17:30:07.516000Z,-7.78349,110.67417,40.278,-1.0,-1.0,1,262,263,0.0,0.0
2004-08-27T19:37:56.583000Z,-6.84487,110.19947,2.188,-1.0,-1.0,1,263,264,0.0,0.0
2004-08-28T05:01:54.854000Z,-8.20175,110.53127,82.898,-1.0,-1.0,1,264,265,0.0,0.0
2004-08-28T20:03:08.286000Z,-8.21625,110.96386,98.958,-1.0,-1.0,1,265,266,0.0,0.0
2004-08-28T21:34:49.296000Z,-8.0193,110.32838,112.67,-1.0,-1.0,1,266,267,0.0,0.0
2004-08-29T15:24:10.527000Z,-9.14367,110.39392,12.318,-1.0,-1.0,1,267,268,0.0,0.0
2004-08-29T17:17:39.977000Z,-9.14367,110.36724,10.342,-1.0,-1.0,1,268,269,0.0,0.0
2004-08-30T02:35:09.477000Z,-8.6905,110.68191,95.005,-1.0,-1.0,1,269,270,0.0,0.0
2004-08-30T13:41:11.600000Z,-7.28392,109.54508,4.182,0.549,0.62,4,7,271,0.13,0.17
2004-08-30T15:06:28.753000Z,-7.50026,109.87283,13.842,-1.0,-1.0,1,271,272,0.0,0.0
2004-08-30T18:48:35.644000Z,-7.28354,109.54458,4.017,0.517,0.724,4,7,273,0.12,0.14
2004-08-31T00:27:44.779000Z,-5.73828,110.62908,5.483,-1.0,-1.0,1,273,274,0.0,0.0
2004-08-31T14:07:12.352000Z,-8.85517,110.27535,26.072,-1.0,-1.0,1,274,275,0.0,0.0
2004-08-31T14:29:50.249000Z,-7.05169,111.86523,11.001,-1.0,-1.0,1,275,276,0.0,0.0
2004-08-31T18:31:29.334000Z,-7.81642,110.57313,18.619,-1.0,-1.0,1,276,277,0.0,0.0
2004-09-01T19:40:49.752000Z,-8.67469,109.55185,25.166,-1.0,-1.0,1,277,278,0.0,0.0
2004-09-02T01:01:52.527000Z,-7.51577,109.87311,11.395,0.328,0.582,13,2,279,0.1,0.07
2004-09-03T00:45:04.204000Z,-8.5166,109.7334,40.979,-1.0,-1.0,1,139,280,0.0,0.0
2004-09-03T09:51:03.421000Z,-8.35429,110.48063,83.641,0.616,0.131,2,18,281,0.05,0.0
2004-09-03T21:01:52.028000Z,-8.73265,110.26076,30.107,-1.0,-1.0,1,138,282,0.0,0.0
2004-09-04T07:17:29.636000Z,-6.71994,110.71797,9.986,0.12,0.12,4,6,283,0.07,0.28
2004-09-04T17:29:02.306000Z,-8.30583,111.46454,115.1,-1.0,-1.0,1,283,284,0.0,0.0
2004-09-04T18:38:21.154000Z,-8.34666,110.31026,30.19,-1.0,-1.0,1,284,285,0.0,0.0
2004-09-04T23:14:42.042000Z,-7.77328,110.0496,13.492,-1.0,-1.0,1,285,286,0.0,0.0
2004-09-05T12:19:05.480000Z,-8.26894,109.75519,75.568,-1.0,-1.0,1,286,287,0.0,0.0
2004-09-05T14:57:44.982000Z,-6.71975,110.71701,10.083,0.143,0.172,4,6,288,0.1,0.27
2004-09-05T23:32:09.456000Z,-7.59906,111.21501,1.077,-1.0,-1.0,1,288,289,0.0,0.0
2004-09-06T03:27:06.918000Z,-7.76044,110.68414,39.496,-1.0,-1.0,1,289,290,0.0,0.0
2004-09-06T14:03:47.714000Z,-8.49421,111.54893,124.406,-1.0,-1.0,1,290,291,0.0,0.0
2004-09-06T16:52:45.906000Z,-8.51265,110.57925,20.966,-1.0,-1.0,1,291,292,0.0,0.0
2004-09-06T18:33:14.214000Z,-7.61026,109.06526,190.209,-1.0,-1.0,1,292,293,0.0,0.0
2004-09-07T14:44:41.381000Z,-8.05684,110.32903,95.746,-1.0,-1.0,1,293,294,0.0,0.0
2004-09-07T14:57:08.514000Z,-8.46325,110.85561,25.701,-1.0,-1.0,1,294,295,0.0,0.0
2004-09-07T15:08:54.687000Z,-8.24428,109.18675,63.891,0.0,0.0,2,13,296,0.04,0.22
2004-09-07T17:30:49.933000Z,-8.26785,110.26459,36.336,0.562,0.54,16,1,297,0.2,0.26
2004-09-07T17:31:33.859000Z,-8.46918,109.65358,67.662,-1.0,-1.0,1,297,298,0.0,0.0
2004-09-07T21:32:48.587000Z,-8.51924,109.94919,42.132,-1.0,-1.0,1,298,299,0.0,0.0
2004-09-08T11:35:10.826000Z,-6.69773,110.7646,10.554,0.223,0.298,4,6,300,0.07,0.45
2004-09-08T18:34:36.356000Z,-7.84738,109.78788,112.794,-1.0,-1.0,1,300,301,0.0,0.0
2004-09-09T01:39:34.215000Z,-7.62391,111.11724,7.89,0.686,0.417,3,10,302,0.15,0.57
2004-09-09T16:27:12.537000Z,-8.84858,109.82872,33.072,-1.0,-1.0,1,302,303,0.0,0.0
2004-09-09T20:45:45.307000Z,-8.40574,109.73243,47.279,0.0,0.0,2,21,304,0.23,0.14
2004-09-10T17:22:28.127000Z,-7.62531,111.11534,7.57,0.466,0.355,3,10,305,0.11,0.32
2004-09-11T01:18:36.548000Z,-8.80642,110.25005,88.745,-1.0,-1.0,1,305,306,0.0,0.0
2004-09-11T01:43:19.862000Z,-7.51745,109.87115,10.944,0.321,0.666,13,2,307,0.08,0.24
2004-09-11T07:41:17.528000Z,-8.07397,111.29899,134.865,-1.0,-1.0,1,153,308,0.0,0.0
2004-09-11T09:53:25.429000Z,-8.10954,110.50199,124.571,-1.0,-1.0,1,308,309,0.0,0.0
2004-09-11T22:41:48.788000Z,-8.47115,111.10468,32.784,-1.0,-1.0,1,309,310,0.0,0.0
2004-09-12T15:17:39.400000Z,-8.33415,111.47061,4.947,-1.0,-1.0,1,310,311,0.0,0.0
2004-09-12T20:18:35.518000Z,-8.45468,110.80404,22.858,0.322,0.583,4,8,312,0.08,0.25
2004-09-13T16:54:32.132000Z,-8.44788,110.80345,24.228,0.226,0.422,4,8,313,0.08,0.17
2004-09-14T09:11:58.433000Z,-8.57852,110.00106,29.366,-1.0,-1.0,1,313,314,0.0,0.0
2004-09-14T11:58:19.966000Z,-8.94475,110.75005,68.568,-1.0,-1.0,1,314,315,0.0,0.0
2004-09-14T19:31:58.902000Z,-8.17015,110.86147,95.151,0.0,0.0,2,24,316,0.11,0.29
2004-09-14T20:00:47.603000Z,-8.45142,110.80349,22.652,0.294,0.424,4,8,317,0.1,0.1
2004-09-14T22:07:15.904000Z,-7.92181,110.65694,15.654,-1.0,-1.0,1,317,318,0.0,0.0
2004-09-15T08:36:28.866000Z,-7.44822,109.92539,17.672,-1.0,-1.0,1,318,319,0.0,0.0
2004-09-15T10:46:21.157000Z,-8.79062,109.60488,41.637,-1.0,-1.0,1,159,320,0.0,0.0
2004-09-15T11:01:38.484000Z,-8.70103,110.30876,39.002,-1.0,-1.0,1,320,321,0.0,0.0
2004-09-15T11:58:58.970000Z,-8.01074,110.28248,101.593,-1.0,-1.0,1,321,322,0.0,0.0
2004-09-16T16:22:08.362000Z,-8.1372,110.27709,119.053,-1.0,-1.0,1,322,323,0.0,0.0
2004-09-17T11:46:56.480000Z,-7.3514,110.03111,8.983,-1.0,-1.0,1,161,324,0.0,0.0
2004-09-17T12:15:43.124000Z,-8.57654,110.73314,28.007,-1.0,-1.0,1,324,325,0.0,0.0
2004-09-17T13:58:05.084000Z,-8.12205,110.158,97.599,-1.0,-1.0,1,325,326,0.0,0.0
2004-09-17T17:11:53.761000Z,-8.87524,110.17636,31.311,0.0,0.0,5,3,327,0.23,0.52
2004-09-17T20:47:40.900000Z,-8.68391,110.33675,46.167,-1.0,-1.0,1,327,328,0.0,0.0
2004-09-18T10:02:26.369000Z,-8.6075,110.40074,39.084,-1.0,-1.0,1,328,329,0.0,0.0
2004-09-18T11:17:40.211000Z,-7.71598,110.01111,13.121,-1.0,-1.0,1,329,330,0.0,0.0
2004-09-18T21:51:13.375000Z,-8.40529,110.95543,86.481,-1.0,-1.0,1,41,331,0.0,0.0
2004-09-19T17:22:53.005000Z,-8.2887,110.24373,30.025,-1.0,-1.0,1,33,332,0.0,0.0
2004-09-19T22:40:19.894000Z,-8.3796,111.24635,111.805,-1.0,-1.0,1,28,333,0.0,0.0
2004-09-20T00:13:16.524000Z,-8.43624,110.80031,30.025,-1.0,-1.0,1,30,334,0.0,0.0
2004-09-20T12:07:20.257000Z,-8.66415,110.36208,39.99,-1.0,-1.0,1,62,335,0.0,0.0
2004-09-20T13:34:25.102000Z,-8.82355,110.97926,34.966,-1.0,-1.0,1,167,336,0.0,0.0
2004-09-20T15:02:10.516000Z,-8.44567,110.8043,22.401,0.355,0.607,4,8,337,0.07,0.18
2004-09-20T16:42:13.086000Z,-8.32474,110.27974,23.495,0.964,1.136,3,9,338,0.27,0.27
2004-09-20T18:20:17.397000Z,-8.80774,110.52866,36.614,-1.0,-1.0,1,32,339,0.0,0.0
2004-09-20T19:50:38.137000Z,-8.39738,110.33621,45.22,-1.0,-1.0,1,40,340,0.0,0.0
2004-09-20T23:54:11.952000Z,-8.85601,110.42854,34.657,0.588,0.642,2,22,341,0.13,0.12
2004-09-21T03:47:46.586000Z,-8.29199,111.00455,14.171,-1.0,-1.0,1,34,342,0.0,0.0
2004-09-22T04:55:11.696000Z,-8.91708,110.13796,65.356,-1.0,-1.0,1,36,343,0.0,0.0
2004-09-22T06:11:25.433000Z,-8.34666,109.62056,66.921,-1.0,-1.0,1,52,344,0.0,0.0
2004-09-22T10:16:15.686000Z,-8.47313,110.74973,21.954,-1.0,-1.0,1,106,345,0.0,0.0
2004-09-22T16:41:12.319000Z,-8.27948,111.60293,101.593,-1.0,-1.0,1,105,346,0.0,0.0
2004-09-23T13:04:37.044000Z,-7.52162,109.87385,10.859,0.374,0.409,13,2,347,0.11,0.25
2004-09-23T13:08:47.066000Z,-7.51713,109.87454,10.242,0.23,0.693,13,2,348,0.1,0.33
2004-09-23T13:29:08.218000Z,-7.49013,109.87564,15.647,0.0,0.0,13,2,349,0.22,0.2
2004-09-23T13:51:47.411000Z,-8.77876,110.89123,36.778,-1.0,-1.0,1,174,350,0.0,0.0
2004-09-23T21:03:17.471000Z,-8.34666,109.55133,57.203,-1.0,-1.0,1,50,351,0.0,0.0
2004-09-23T21:31:15.470000Z,-8.21526,110.93824,16.127,-1.0,-1.0,1,37,352,0.0,0.0
2004-09-24T03:16:00.222000Z,-7.79798,111.40283,14.007,-1.0,-1.0,1,38,353,0.0,0.0
2004-09-24T04:44:51.628000Z,-9.00798,110.72342,31.178,-1.0,-1.0,1,48,354,0.0,0.0
2004-09-24T06:15:19.060000Z,-7.51897,109.87289,11.889,0.31,0.652,13,2,355,0.06,0.19
2004-09-25T12:26:01.404000Z,-8.80379,110.37536,34.884,-1.0,-1.0,1,72,356,0.0,0.0
2004-09-25T13:18:40.168000Z,-8.08714,110.70398,131.646,0.647,0.141,3,12,357,0.11,0.13
2004-09-25T22:56:51.596000Z,-8.07529,110.35031,99.534,-1.0,-1.0,1,43,358,0.0,0.0
2004-09-26T08:22:54.555000Z,-8.88726,110.44346,35.688,0.588,0.642,2,22,359,0.13,0.12
2004-09-26T17:41:04.022000Z,-8.2966,110.29697,15.036,-1.0,-1.0,1,42,360,0.0,0.0
2004-09-27T15:59:30.491000Z,-8.5693,109.72797,46.908,-1.0,-1.0,1,63,361,0.0,0.0
2004-09-27T18:40:26.545000Z,-8.67996,109.35994,51.191,-1.0,-1.0,1,44,362,0.0,0.0
2004-09-28T19:56:58.032000Z,-8.39541,111.27834,95.334,-1.0,-1.0,1,90,363,0.0,0.0
2004-09-29T00:22:30.030000Z,-7.32108,109.50618,3.19,0.368,0.245,4,7,364,0.1,0.21
2004-09-29T06:40:02.216000Z,-8.66547,111.09633,59.674,-1.0,-1.0,1,88,365,0.0,0.0
2004-09-29T17:10:53.072000Z,-8.12798,111.05558,112.217,-1.0,-1.0,1,71,366,0.0,0.0
2004-09-30T09:17:21.561000Z,-8.70038,110.68125,39.537,-1.0,-1.0,1,67,367,0.0,0.0
2004-09-30T11:01:10.551000Z,-7.51656,109.87299,12.384,0.289,0.772,13,2,368,0.1,0.18
2004-09-30T15:29:32.938000Z,-8.62726,110.91106,54.814,-1.0,-1.0,1,86,369,0.0,0.0
2004-09-30T20:38:13.551000Z,-8.83277,111.03394,93.028,-1.0,-1.0,1,173,370,0.0,0.0
2004-09-30T22:33:20.271000Z,-8.06178,111.3146,6.327,-1.0,-1.0,1,39,371,0.0,0.0
2004-10-01T04:06:33.553000Z,-8.29983,110.27123,19.99,0.423,0.629,3,9,372,0.23,0.23
2004-10-01T05:15:31.022000Z,-7.8105,109.81985,113.123,-1.0,-1.0,1,66,373,0.0,0.0
2004-10-01T06:59:19.081000Z,-8.70103,110.3674,38.014,-1.0,-1.0,1,84,374,0.0,0.0
2004-10-01T10:39:15.201000Z,-7.21834,109.56781,8.653,-1.0,-1.0,1,70,375,0.0,0.0
2004-10-01T14:40:14.092000Z,-8.78008,110.37803,37.025,-1.0,-1.0,1,319,376,0.0,0.0
2004-10-01T19:44:56.299000Z,-7.83026,110.16423,126.382,-1.0,-1.0,1,135,377,0.0,0.0
2004-10-01T22:10:18.349000Z,-8.80115,110.78328,37.025,-1.0,-1.0,1,127,378,0.0,0.0
2004-10-01T22:43:18.238000Z,-8.48894,109.74278,65.274,-1.0,-1.0,1,74,379,0.0,0.0
2004-10-02T00:58:07.692000Z,-8.27367,110.27662,26.673,0.555,0.563,16,1,380,0.17,0.21
2004-10-02T14:26:38.495000Z,-8.17804,110.2438,123.253,-1.0,-1.0,1,158,381,0.0,0.0
2004-10-02T17:43:16.124000Z,-8.99612,110.24458,66.015,-1.0,-1.0,1,157,382,0.0,0.0
2004-10-02T18:38:42.726000Z,-7.57139,110.13852,3.383,-1.0,-1.0,1,316,383,0.0,0.0
2004-10-02T20:59:55.687000Z,-8.51924,109.48031,11.824,-1.0,-1.0,1,95,384,0.0,0.0
2004-10-03T15:13:55.539000Z,-8.76954,110.48467,40.32,-1.0,-1.0,1,191,385,0.0,0.0
2004-10-03T20:46:03.894000Z,-8.41517,111.27705,101.675,-1.0,-1.0,1,77,386,0.0,0.0
2004-10-03T21:36:17.357000Z,-8.58642,111.13084,93.604,-1.0,-1.0,1,134,387,0.0,0.0
2004-10-04T13:46:08.227000Z,-8.37828,109.77229,57.368,-1.0,-1.0,1,130,388,0.0,0.0
2004-10-04T19:14:18.737000Z,-9.04355,110.34593,35.049,-1.0,-1.0,1,128,389,0.0,0.0
2004-10-04T19:55:23.522000Z,-8.23403,111.45705,7.418,-1.0,-1.0,1,150,390,0.0,0.0
2004-10-04T21:09:56.555000Z,-8.08583,110.50465,91.957,-1.0,-1.0,1,129,391,0.0,0.0
2004-10-05T01:24:51.594000Z,-7.32141,109.50803,3.584,0.309,0.218,4,7,392,0.15,0.12
2004-10-05T15:16:52.544000Z,-8.37894,110.63848,30.972,-1.0,-1.0,1,133,393,0.0,0.0
2004-10-06T23:30:13.454000Z,-8.5008,111.09207,68.98,-1.0,-1.0,1,132,394,0.0,0.0
2004-10-07T04:36:10.730000Z,-8.44283,110.58057,78.204,-1.0,-1.0,1,312,395,0.0,0.0
2004-10-07T04:42:55.964000Z,-8.27816,110.38484,3.836,-1.0,-1.0,1,219,396,0.0,0.0
2004-10-07T21:13:46.521000Z,-8.76427,110.86322,40.32,-1.0,-1.0,1,141,397,0.0,0.0
2004-10-07T21:54:33.456000Z,-8.00547,110.19203,26.484,-1.0,-1.0,1,140,398,0.0,0.0
