time,latitude,longitude,depth,rms,nphs,gap,dist,errh_km,errz_km,time_utc
1095687265.102492,-8.823549,110.979264,34.966471,0.277096,31,294.39,70.5705,3.61,6.38,2004-09-20 13:34:25.102492094+00:00
1095692530.569502,-8.435586,110.798315,24.79541,0.260714,37,251.892,29.993,2.09,2.64,2004-09-20 15:02:10.569502115+00:00
1095698532.916087,-8.342053,110.282971,22.077637,0.333371,55,241.968,38.2935,1.93,3.58,2004-09-20 16:42:12.916086912+00:00
1095704417.397099,-8.807741,110.528661,36.613607,0.380609,37,284.2,78.2869,3.67,6.9,2004-09-20 18:20:17.397099018+00:00
1095709838.136749,-8.397382,110.336206,45.219889,0.298873,38,255.645,42.6764,2.99,2.92,2004-09-20 19:50:38.136749029+00:00
1095738466.586496,-8.291993,111.004552,14.171387,0.166788,19,241.452,11.7807,1.71,1.55,2004-09-21 03:47:46.586496115+00:00
1095848175.685783,-8.473131,110.749729,21.954102,0.245186,17,271.077,44.6547,2.69,6.28,2004-09-22 10:16:15.685782909+00:00
1095944677.097944,-7.522653,109.876786,10.053548,0.140803,13,163.01,14.4322,1.18,2.07,2004-09-23 13:04:37.097944021+00:00
1095944927.057659,-7.524958,109.87645,12.215413,0.196918,21,65.3789,14.184,0.87,3.52,2004-09-23 13:08:47.057658911+00:00
1095946148.187726,-7.47391,109.880841,17.13623,0.160153,8,200.072,18.0871,3.7,3.71,2004-09-23 13:29:08.187726021+00:00
1095947507.411071,-8.778759,110.891229,36.77832,0.228604,18,299.701,67.2866,4.19,8.52,2004-09-23 13:51:47.411071062+00:00
1095973397.470826,-8.346664,109.551327,57.202799,0.337218,31,271.578,74.8982,4.75,9.3,2004-09-23 21:03:17.470825911+00:00
1095975075.469774,-8.215257,110.938236,16.12736,0.186305,16,217.003,7.35817,1.55,1.36,2004-09-23 21:31:15.469774008+00:00
1095995760.221654,-7.797982,111.402833,14.006673,0.194472,29,230.433,31.0766,1.71,3.3,2004-09-24 03:16:00.221653938+00:00
1096001091.628291,-9.00798,110.723415,31.17806,0.348931,29,298.581,95.8576,4.0,10.55,2004-09-24 04:44:51.628290892+00:00
1096006518.958665,-7.514748,109.871482,13.018392,0.200376,11,157.782,15.3928,1.71,4.57,2004-09-24 06:15:18.958664894+00:00
1096186974.742144,-8.878879,110.451333,33.97819,0.430598,44,272.99,88.8085,3.27,6.98,2004-09-26 08:22:54.742144108+00:00
1096220464.022433,-8.296604,110.296974,15.036133,0.200521,9,284.67,39.4732,4.39,8.07,2004-09-26 17:41:04.022433043+00:00
1096300770.490623,-8.569298,109.727967,46.908203,0.461905,77,267.641,83.9647,3.4,6.55,2004-09-27 15:59:30.490622997+00:00
1096417349.973779,-7.318461,109.503854,2.888509,0.125926,9,254.061,9.61778,2.57,2.36,2004-09-29 00:22:29.973778963+00:00
1096440002.21645,-8.665466,111.096326,59.673503,0.168226,27,292.707,53.0439,4.21,4.9,2004-09-29 06:40:02.216449976+00:00
1096535841.561282,-8.700376,110.681246,39.537272,0.290911,42,276.886,62.0588,2.72,4.12,2004-09-30 09:17:21.561281919+00:00
1096542070.547768,-7.518371,109.873138,13.533122,0.165655,21,122.402,14.9648,0.81,2.31,2004-09-30 11:01:10.547768116+00:00
1096583600.271042,-8.061784,111.314602,6.326904,0.130109,16,276.786,9.43191,1.66,1.26,2004-09-30 22:33:20.271042109+00:00
1096603593.660283,-8.294628,110.27634,20.101074,0.208764,21,252.905,33.3401,2.4,4.23,2004-10-01 04:06:33.660283089+00:00
1096627155.201067,-7.218342,109.567814,8.653483,0.153324,11,269.269,5.27279,3.83,1.82,2004-10-01 10:39:15.201066971+00:00
1096641614.092088,-8.780076,110.378031,37.025391,0.381311,34,267.629,79.3689,4.08,7.42,2004-10-01 14:40:14.092087984+00:00
1096670598.238306,-8.488939,109.742781,65.273763,0.431408,82,262.294,74.8938,3.99,7.46,2004-10-01 22:43:18.238306046+00:00
1096678687.554482,-8.286065,110.278342,25.413086,0.133649,10,262.56,32.3637,3.36,4.86,2004-10-02 00:58:07.554481983+00:00
1096742322.725812,-7.571395,110.138519,3.38265,0.126193,11,154.423,8.14119,1.24,2.43,2004-10-02 18:38:42.725811958+00:00
1096897568.22703,-8.37828,109.772292,57.367513,0.257588,37,253.404,67.3476,3.94,7.3,2004-10-04 13:46:08.227030039+00:00
1096917258.737421,-9.043549,110.34593,35.048828,0.362643,28,287.211,108.626,4.78,13.1,2004-10-04 19:14:18.737421036+00:00
1096919723.5217,-8.234029,111.457047,7.418132,0.219502,14,292.394,31.0583,2.92,4.18,2004-10-04 19:55:23.521699904+00:00
1096939491.495718,-7.320108,109.500862,3.073812,0.101925,10,254.981,9.73518,1.69,1.7,2004-10-05 01:24:51.495718002+00:00
1096989412.544457,-8.378939,110.638481,30.972168,0.307455,42,235.401,29.837,2.17,2.47,2004-10-05 15:16:52.544456959+00:00
1097186073.456156,-8.005466,110.192025,26.483724,0.193783,14,265.454,9.6833,3.46,1.46,2004-10-07 21:54:33.456156015+00:00
