idx,time_utc,latitude,longitude,depth,n_picks,n_stations,n_P,n_S
270,2004-06-13T16:35:37.954504Z,-8.83330922036865,110.45907870263258,62.98828125,11,6,6,5
271,2004-06-13T17:11:02.443784Z,-8.736943327529742,110.94282384952227,49.31640625,11,7,6,5
272,2004-06-13T20:06:01.935695Z,-6.728560042070206,111.95419500490301,8.30078125,38,28,27,11
273,2004-06-14T01:17:55.657564Z,-8.41069038546456,111.7945272662121,0.48828125,33,19,18,15
274,2004-06-14T02:16:09.426474Z,-8.48380537247354,111.4259142190153,17.08984375,17,9,8,9
275,2004-06-14T05:14:01.008314Z,-8.460851840852937,110.61177113970572,31.73828125,16,8,8,8
276,2004-06-14T09:47:37.605607Z,-8.280600239798067,110.3065647212286,30.76171875,9,5,4,5
277,2004-06-14T14:04:50.469517Z,-8.89338030616663,110.45907146335067,27.83203125,17,10,8,9
278,2004-06-14T16:49:26.835166Z,-5.673332037375477,110.49732263845779,0.48828125,19,13,12,7
279,2004-06-14T18:51:31.156543Z,-8.999012488894675,111.86022392437667,25.87890625,20,14,11,9
280,2004-06-14T21:14:12.735636Z,-8.422076378795362,109.03470240380283,94.23828125,31,24,15,16
281,2004-06-15T00:36:52.563343Z,-8.45771261965471,108.93283717851948,62.98828125,9,5,5,4
282,2004-06-15T03:10:42.390907Z,-8.280472731957705,110.87873128020367,109.86328125,21,12,11,10
283,2004-06-15T07:29:52.391382Z,-8.64108257539103,110.52273506199175,40.52734375,14,8,7,7
284,2004-06-15T09:29:04.586871Z,-7.571007263766983,111.32232417453167,13.18359375,19,10,10,9
285,2004-06-15T09:32:31.803407Z,-7.5469797378998695,111.32227891367066,13.18359375,51,34,28,23
286,2004-06-15T11:36:48.789538Z,-8.074327060975419,109.20114785369825,78.61328125,11,7,6,5
287,2004-06-15T14:38:31.178835Z,-7.366047934133547,109.35552747353915,12.20703125,10,6,5,5
288,2004-06-15T14:38:37.117035Z,-8.410731914136887,111.7818113936147,0.48828125,30,18,14,16
289,2004-06-15T18:32:49.939442Z,-8.79704179975407,110.08985886292747,72.75390625,9,6,6,3
290,2004-06-15T20:56:04.016940Z,-8.316637235158128,110.2938307962258,28.80859375,24,13,12,12
291,2004-06-15T21:28:49.587846Z,-9.024409615240241,111.41450823758332,62.98828125,16,12,8,8
292,2004-06-16T02:04:53.710013Z,-8.977316054179484,110.15334626199184,15.13671875,9,6,4,5
293,2004-06-16T02:25:34.739196Z,-8.92930487850859,110.20433758291884,15.13671875,22,13,13,9
294,2004-06-16T20:49:24.572985Z,-8.268579258007316,110.7134337229971,50.29296875,15,8,7,8
295,2004-06-17T00:40:24.659395Z,-6.92154386605452,111.663326351856,35.64453125,17,11,9,8
296,2004-06-17T02:09:19.274583Z,-9.874585505968355,112.13175981942952,248.53515625,18,13,10,8
297,2004-06-17T08:47:46.340271Z,-8.520320234338337,109.81027480376233,62.01171875,34,20,19,15
298,2004-06-17T09:08:03.454270Z,-7.88103409436861,108.88430043753073,200.68359375,37,30,23,14
299,2004-06-17T11:54:29.937188Z,-8.845021791403925,110.98115086789173,31.73828125,16,8,8,8
300,2004-06-17T16:26:13.580501Z,-9.313827269928478,110.3187676474519,7.32421875,25,19,13,12
301,2004-06-17T16:44:11.002639Z,-8.833296253926399,110.39541261859533,32.71484375,17,10,8,9
302,2004-06-17T17:03:49.062592Z,-8.67711416397567,110.40818564877347,59.08203125,13,7,7,6
303,2004-06-17T19:51:25.282052Z,-8.820977750138763,110.99385230310354,33.69140625,42,24,23,19
304,2004-06-17T20:50:41.161070Z,-8.20810862979331,111.10748106583287,136.23046875,40,22,20,20
305,2004-06-18T06:06:00.811123Z,-8.170294902191115,109.16271415423094,72.75390625,15,10,7,8
306,2004-06-18T11:59:59.778033Z,-9.037540389224482,110.59919736269762,62.98828125,29,20,16,13
307,2004-06-18T12:24:47.012541Z,-8.965461404903571,110.5737028754165,30.76171875,13,7,7,6
308,2004-06-18T14:54:52.902728Z,-8.725110354150344,110.26814914087103,43.45703125,23,13,11,12
309,2004-06-18T14:58:39.291223Z,-8.02554077928455,108.98535106108551,125.48828125,12,7,5,7
310,2004-06-18T15:24:48.904078Z,-8.880792459098643,109.8478132975915,13.18359375,10,6,6,4
311,2004-06-18T16:17:06.579665Z,-8.399913295086707,109.67059596993622,63.96484375,99,68,62,37
312,2004-06-18T17:53:39.619718Z,-8.351778239622254,111.37473911621042,124.51171875,12,8,5,7
313,2004-06-18T20:38:02.201984Z,-8.280644767116454,110.56086196125554,89.35546875,29,16,15,14
314,2004-06-18T22:17:01.295471Z,-8.904946083492236,111.08310975965473,26.85546875,12,6,6,6
315,2004-06-19T09:26:58.678310Z,-8.820925959293673,111.03204919971697,18.06640625,18,9,9,9
316,2004-06-19T12:28:28.301455Z,-8.532675523991532,110.96803312744157,15.13671875,28,15,15,13
317,2004-06-19T14:00:29.585542Z,-8.640911397032989,110.86635369186423,101.07421875,11,6,6,5
318,2004-06-19T20:10:45.003335Z,-8.916854930455704,111.14680559262446,24.90234375,16,9,7,9
319,2004-06-19T21:46:29.828224Z,-8.169271708219515,108.88315870952417,219.23828125,53,41,38,15
320,2004-06-19T23:01:19.200906Z,-8.677061107021904,110.28090698516198,62.01171875,52,32,27,25
321,2004-06-20T00:37:50.542894Z,-8.244006601133577,109.81076413857816,81.54296875,44,25,23,21
322,2004-06-20T01:14:47.738606Z,-8.917208385108053,110.1151961338157,20.01953125,42,26,24,18
323,2004-06-20T07:37:40.215104Z,-8.448738234805317,110.80257150611446,27.83203125,14,8,8,6
324,2004-06-20T08:51:18.294073Z,-8.29261474722874,110.30655874158582,43.45703125,21,12,11,10
325,2004-06-20T17:07:09.010988Z,-8.580110943610165,111.33708267842847,0.48828125,14,8,7,7
326,2004-06-20T18:24:27.727961Z,-8.280634242441547,110.39556856501108,30.76171875,21,11,11,10
327,2004-06-20T18:54:09.240432Z,-8.266791416134495,111.7177861413379,160.64453125,8,5,3,5
328,2004-06-20T20:34:06.334554Z,-9.144155954237831,111.55497601450365,0.48828125,33,24,18,15
329,2004-06-20T20:56:33.400613Z,-7.172432775918881,108.88692776695656,0.48828125,59,48,43,16
330,2004-06-20T21:39:15.880302Z,-8.664829421435615,110.96819406672991,104.98046875,9,6,4,5
331,2004-06-21T00:20:10.753018Z,-8.79721052175095,110.29356756530566,31.73828125,10,5,5,5
332,2004-06-21T06:36:22.825288Z,-8.280593763130458,110.29384992113526,30.76171875,14,8,6,8
333,2004-06-21T09:09:41.051099Z,-8.68595217046932,112.06266670508691,87.40234375,15,8,8,7
334,2004-06-21T13:28:30.114934Z,-7.751396083877736,111.22108988678364,17.08984375,15,8,7,8
335,2004-06-21T15:52:26.444749Z,-7.811761807592006,109.98929044240884,119.62890625,43,26,25,18
336,2004-06-21T16:11:47.436636Z,-8.712646903647203,111.13372416449118,62.01171875,34,19,18,16
337,2004-06-21T16:54:32.877362Z,-8.28036425167326,110.98044743880833,107.91015625,25,15,14,11
338,2004-06-21T18:38:48.365493Z,-8.615688854728747,111.52802408451439,4.39453125,10,6,5,5
339,2004-06-22T02:16:09.609071Z,-8.316637235158128,110.2938307962258,30.76171875,20,11,11,9
340,2004-06-22T10:17:53.922946Z,-8.268565111159674,110.2684274796853,34.66796875,8,4,4,4
341,2004-06-22T12:32:35.451845Z,-8.316406711106318,110.98049090247777,20.99609375,15,8,7,8
342,2004-06-22T16:33:57.306361Z,-7.487275975856751,109.91353830385721,5.37109375,62,40,40,22
343,2004-06-22T17:18:42.266503Z,-8.725167977709953,110.39544395244519,50.29296875,19,11,10,9
344,2004-06-22T18:06:35.575593Z,-7.389060489799406,109.01298474280566,223.14453125,86,60,60,26
345,2004-06-22T18:36:27.628886Z,-9.037373176952475,110.14054835413843,81.54296875,23,18,18,5
346,2004-06-22T19:10:17.341332Z,-8.712784143662084,109.96266498954017,35.64453125,19,12,10,9
347,2004-06-22T21:18:59.513250Z,-6.346061224826292,110.90244000057373,1.46484375,19,14,12,7
348,2004-06-23T06:31:50.007199Z,-8.820977750138763,110.99385230310354,31.73828125,10,6,6,4
349,2004-06-23T17:09:48.699574Z,-8.448346195538631,111.13328861199552,17.08984375,28,17,16,12
350,2004-06-23T22:15:18.472581Z,-6.2380709056987245,110.56060439680981,2.44140625,14,11,8,6
351,2004-06-24T09:56:48.399728Z,-8.544392031978413,111.17161337712274,98.14453125,21,11,10,11
352,2004-06-24T12:36:59.606844Z,-7.872108528704863,110.68782526279375,39.55078125,12,6,6,6
353,2004-06-24T12:38:45.475869Z,-7.932018311282035,110.91651958230985,181.15234375,9,6,5,4
354,2004-06-24T18:18:57.907361Z,-7.174813726819427,109.85054390338408,3.41796875,43,33,30,13
355,2004-06-24T20:31:14.630068Z,-8.398720415243664,109.22551794376861,47.36328125,44,26,26,18
356,2004-06-25T05:58:05.538565Z,-8.280593763130458,110.71344007886474,124.51171875,38,22,20,18
357,2004-06-25T09:23:33.008028Z,-8.508530941632387,111.057056700402,106.93359375,12,6,6,6
358,2004-06-25T11:22:21.237068Z,-8.845206594919713,110.80288417746246,27.83203125,8,5,4,4
359,2004-06-25T11:23:36.375354Z,-8.280407967323832,110.94230404253655,91.30859375,31,18,18,13
360,2004-06-25T12:49:58.267457Z,-8.339497245492062,111.48914839758632,122.55859375,22,16,14,8
361,2004-06-25T12:53:49.243355Z,-8.879667077035526,109.37668275579259,0.48828125,17,13,7,10
362,2004-06-25T13:20:00.941791Z,-8.424808452657643,110.6117611100865,20.99609375,12,7,7,5
363,2004-06-25T19:30:08.536830Z,-8.064324877203306,110.72603507750377,131.34765625,39,23,22,17
364,2004-06-25T21:52:44.505926Z,-8.809244095526157,110.33175778621239,24.90234375,15,10,9,6
365,2004-06-26T09:45:06.011788Z,-8.929118290402144,110.98125975704879,22.94921875,8,5,5,3
366,2004-06-26T13:11:48.849023Z,-8.49649877675835,111.06976075710861,109.86328125,59,37,34,25
367,2004-06-26T18:13:55.559249Z,-8.280527377774273,110.1921319564743,118.65234375,14,9,8,6
368,2004-06-26T19:12:51.807254Z,-8.797235486178266,110.34449527179622,36.62109375,16,9,8,8
369,2004-06-26T20:57:53.346038Z,-8.28063748080068,110.4082834268516,114.74609375,23,12,12,11
370,2004-06-27T09:32:33.127991Z,-8.928953119473363,111.09588349889816,17.08984375,34,18,17,17
371,2004-06-27T17:14:31.884253Z,-8.280606311681618,110.31927953129147,88.37890625,9,6,6,3
372,2004-06-27T19:57:17.497347Z,-8.578892106257419,109.22492176380584,20.99609375,49,32,31,18
373,2004-06-27T20:27:19.150799Z,-8.268634228998232,110.4972877513927,62.98828125,10,5,5,5
374,2004-06-27T23:46:25.608900Z,-8.32738800692568,111.52726158940042,117.67578125,57,45,35,22
375,2004-06-28T02:12:52.150289Z,-10.5350478507202,112.13512080073913,125.48828125,15,12,9,6
376,2004-06-28T04:15:53.118193Z,-8.604923717866715,110.8026929035902,99.12109375,13,8,7,6
377,2004-06-28T11:35:38.347185Z,-8.304622751716035,110.29383718074814,28.80859375,20,10,10,10
378,2004-06-28T13:38:42.000477Z,-8.34070695727367,110.39555211988993,85.44921875,16,10,7,9
379,2004-06-28T14:10:00.327962Z,-7.667893707845121,110.45920909929247,7.32421875,11,6,5,6
380,2004-06-28T21:30:24.981589Z,-9.15678967068276,111.31289754396201,15.13671875,11,6,5,6
381,2004-06-29T01:38:31.773437Z,-8.737036078628197,110.15357361571627,5.37109375,8,4,4,4
382,2004-06-29T13:42:48.782317Z,-7.895830205976822,109.96378238887769,119.62890625,24,14,13,11
383,2004-06-29T16:27:49.970065Z,-7.463247172396403,109.9135705630664,10.25390625,32,21,21,11
384,2004-06-29T19:07:30.706981Z,-8.916809986662548,109.83501386953132,31.73828125,13,8,7,6
385,2004-06-30T14:51:40.816858Z,-9.301859867154624,110.47177062725443,31.73828125,12,8,6,6
386,2004-06-30T20:22:51.170206Z,-7.811044108609642,111.43707379839246,1.46484375,78,53,50,28
387,2004-06-30T23:20:12.427249Z,-8.869081082013025,110.95571379646967,33.69140625,23,14,12,11
388,2004-07-01T02:16:04.125715Z,-8.388747772026534,110.3446655173806,76.66015625,54,31,26,28
389,2004-07-01T11:36:48.621149Z,-8.076395932417018,110.56083284674966,112.79296875,10,6,5,5
390,2004-07-01T13:42:42.984021Z,-9.181696778558651,110.36981812223705,11.23046875,19,13,10,9
391,2004-07-01T13:53:32.934665Z,-9.517492425941407,111.16065039196089,38.57421875,69,57,54,15
392,2004-07-01T15:43:20.269436Z,-9.157652661927788,110.33159354827491,40.52734375,54,34,33,21
393,2004-07-01T17:22:16.628210Z,-8.905220184066632,110.14067968294277,23.92578125,30,22,19,11
394,2004-07-01T18:20:47.665373Z,-8.917246350145948,110.15340370186698,20.99609375,38,22,20,18
395,2004-07-01T21:02:29.473852Z,-8.266427783953752,109.17510233664726,62.98828125,18,9,9,9
396,2004-07-01T22:03:27.938200Z,-8.953300026618372,110.16610643005808,39.55078125,10,7,5,5
397,2004-07-01T22:25:03.450488Z,-8.316527460471763,110.86604970144158,93.26171875,19,10,10,9
398,2004-07-01T22:29:46.119008Z,-8.905232386009247,110.15341514169079,31.73828125,20,14,12,8
399,2004-07-01T23:06:37.072491Z,-8.917258132453918,110.16613959441355,12.20703125,21,12,11,10
400,2004-07-01T23:55:37.381400Z,-9.193269637492138,111.08357133608813,53.22265625,10,6,5,5
401,2004-07-02T11:38:50.288178Z,-8.544967866085361,110.4972832482005,104.98046875,9,6,4,5
402,2004-07-02T11:42:54.917419Z,-8.268034027266099,109.81072225060834,78.61328125,22,12,12,10
403,2004-07-02T13:16:05.055810Z,-8.59242409968249,111.18442143892388,102.05078125,26,15,13,13
404,2004-07-02T16:01:25.506772Z,-8.904884641574405,111.12131474944749,27.83203125,34,19,18,16
405,2004-07-02T22:25:34.228656Z,-8.267989166619081,109.78529523714437,72.75390625,12,8,5,7
406,2004-07-02T22:37:04.299358Z,-9.025478583114175,110.29343714826204,62.98828125,12,8,7,5
407,2004-07-02T23:04:44.092347Z,-8.867913359154016,111.54144571004016,7.32421875,38,22,20,18
408,2004-07-03T02:49:33.119433Z,-7.496939615283176,108.94918733383997,204.58984375,13,10,7,6
409,2004-07-03T03:33:56.001237Z,-8.47066256630553,111.82016226755775,86.42578125,17,10,10,7
410,2004-07-03T11:32:28.441282Z,-8.62653892170374,111.89703412141151,114.74609375,13,9,5,8
411,2004-07-03T16:15:48.053493Z,-8.47182230115139,111.41316612986512,111.81640625,11,7,6,5
412,2004-07-03T19:54:20.009198Z,-7.832994088103417,108.88448661154897,97.16796875,33,22,21,12
413,2004-07-04T08:12:10.509280Z,-8.328492102179343,110.91692526271343,80.56640625,8,5,4,4
414,2004-07-04T13:12:11.080570Z,-8.268420815618073,110.91686248094155,48.33984375,8,4,4,4
415,2004-07-04T15:32:15.201508Z,-8.579997648793775,111.3879755979086,17.08984375,36,21,21,15
416,2004-07-04T16:36:40.572384Z,-8.929272104951057,110.16612855509518,17.08984375,41,25,25,16
417,2004-07-04T16:37:42.274262Z,-8.917234131483637,110.14066782715288,20.01953125,20,14,12,8
418,2004-07-04T16:41:28.980086Z,-8.280517258133266,110.17941727504991,77.63671875,18,11,10,8
419,2004-07-04T19:50:57.763071Z,-8.268407477586647,110.92957662799155,47.36328125,8,4,4,4
420,2004-07-04T19:56:51.888950Z,-8.304328423429133,111.03133700192814,22.94921875,32,17,16,16
421,2004-07-04T20:08:40.170976Z,-8.280648815074276,110.49728755878849,122.55859375,25,16,16,9
422,2004-07-04T22:51:47.887624Z,-8.929235398804868,110.12791968195266,24.90234375,42,24,22,20
423,2004-07-05T06:18:22.829675Z,-7.07879869772237,109.92675077111367,0.48828125,59,46,35,24
424,2004-07-05T06:32:23.269275Z,-7.090844128324885,109.95209366016314,2.44140625,9,5,5,4
425,2004-07-05T07:16:28.527544Z,-8.737139517274,110.2936013083644,37.59765625,18,9,9,9
426,2004-07-05T11:43:59.594057Z,-8.268118899870275,109.86157669293257,82.51953125,50,29,28,22
427,2004-07-05T12:36:03.538666Z,-7.0403180922841555,108.88738951612335,156.73828125,39,36,31,8
428,2004-07-05T14:54:48.599799Z,-8.268446279232199,110.8914341247843,49.31640625,13,7,6,7
429,2004-07-05T18:53:52.483008Z,-10.573771833737231,111.48273252206198,164.55078125,16,10,10,6
430,2004-07-06T07:51:12.830706Z,-8.48483218418568,110.72627101736428,37.59765625,8,5,3,5
431,2004-07-06T11:06:42.313599Z,-8.29266298854697,110.48457209800628,83.49609375,70,45,37,33
432,2004-07-06T12:35:51.490020Z,-9.037506327046694,110.31891067384569,17.08984375,14,11,6,8
433,2004-07-06T14:49:49.765260Z,-8.517553126392928,112.12556749147937,248.53515625,22,16,14,8
434,2004-07-06T15:02:30.606452Z,-8.832268116132191,111.3885681855418,66.89453125,9,5,4,5
435,2004-07-06T16:08:31.578794Z,-9.121228916571352,111.05796921233937,18.06640625,10,5,5,5
436,2004-07-06T17:57:55.845434Z,-8.424396940958319,111.08237441476723,119.62890625,22,14,12,10
437,2004-07-06T18:56:17.307991Z,-7.186880750312277,109.88857094444496,0.48828125,8,4,4,4
438,2004-07-06T19:19:44.488982Z,-8.917246350145948,110.15340370186698,31.73828125,13,9,8,5
439,2004-07-06T19:22:59.789038Z,-8.929283466428277,110.17886488138096,14.16015625,31,19,19,12
440,2004-07-07T09:49:09.608529Z,-8.205600639184734,108.95925861432568,125.48828125,9,6,6,3
441,2004-07-07T11:44:25.660718Z,-9.03663272750888,111.32536666539059,31.73828125,27,16,14,13
442,2004-07-07T11:45:28.802917Z,-9.048909115093172,111.1979979973017,10.25390625,19,14,5,14
443,2004-07-07T13:50:45.479956Z,-9.000594096278508,111.32528516526156,23.92578125,21,14,10,11
444,2004-07-07T15:32:46.948944Z,-8.471992555939446,111.33684846336922,124.51171875,21,12,10,11
445,2004-07-07T16:17:54.222099Z,-7.76400954759407,110.57348860243249,19.04296875,16,9,9,7
446,2004-07-07T20:25:33.264414Z,-7.4967109015586555,108.88575700408616,208.49609375,9,5,5,4
447,2004-07-07T20:39:53.178863Z,-8.869224298682033,110.81563788771028,33.69140625,22,14,10,12
448,2004-07-07T22:54:18.204439Z,-8.256588154591924,110.66257119833213,82.51953125,28,17,12,16
449,2004-07-08T02:08:44.858710Z,-8.9979306036243,108.87963940663798,126.46484375,29,22,21,8
450,2004-07-08T05:34:49.818815Z,-8.653046564171717,110.30637517393704,40.52734375,17,9,8,9
451,2004-07-08T09:27:25.599081Z,-9.060922323908198,111.1980210487997,31.73828125,11,6,5,6
452,2004-07-08T15:15:17.526346Z,-8.88109491893089,110.95572850180946,31.73828125,31,18,17,14
453,2004-07-08T15:40:30.195287Z,-9.072959506643198,111.18530348941933,31.73828125,14,8,8,6
454,2004-07-08T18:37:39.778947Z,-8.291712437011416,111.37460641485704,0.48828125,21,13,13,8
455,2004-07-08T19:27:47.466112Z,-8.472471039717373,111.06972557383638,1.46484375,66,43,35,31
456,2004-07-08T22:40:40.062586Z,-7.523247870554374,109.86272575075148,15.13671875,17,10,9,8
457,2004-07-09T09:00:11.961622Z,-8.601620093906039,108.88136652968349,64.94140625,25,18,14,11
458,2004-07-09T12:01:49.977872Z,-8.520468983314418,111.10796212020865,88.37890625,32,18,15,17
459,2004-07-09T15:51:13.997444Z,-7.523266236729427,109.8754166951399,11.23046875,11,6,6,5
460,2004-07-09T17:25:53.860294Z,-8.279203903693979,111.57798789332416,114.74609375,10,6,5,5
461,2004-07-09T18:23:59.254795Z,-8.857306472426133,110.34446952668203,32.71484375,14,9,9,5
462,2004-07-09T19:59:07.776870Z,-5.841554230430383,110.49732077899043,0.48828125,16,12,8,8
463,2004-07-09T23:18:02.368810Z,-8.374486563239751,109.16202359823325,62.01171875,14,10,6,8
464,2004-07-10T00:12:08.675936Z,-8.807479369511718,109.33871253038579,31.73828125,9,6,4,5
465,2004-07-10T03:51:11.366997Z,-8.42456376598676,110.95518422475989,98.14453125,16,10,9,7
466,2004-07-10T04:17:26.322980Z,-8.737139517274,110.7136886916356,47.36328125,13,7,7,6
467,2004-07-10T06:01:43.415219Z,-7.83473803509143,109.43047360311645,6.34765625,8,5,4,4
468,2004-07-10T10:30:47.041788Z,-8.268634228998232,110.4972877513927,144.04296875,10,7,6,4
469,2004-07-10T13:40:26.065287Z,-8.797235486178266,110.34449527179622,31.73828125,18,10,10,8
470,2004-07-10T14:34:45.276541Z,-8.713079520271673,110.24269863829934,38.57421875,25,15,11,14
471,2004-07-10T17:24:28.858055Z,-8.953453827855903,110.51001369021668,0.48828125,35,29,27,8
472,2004-07-10T17:30:24.263325Z,-9.133635875560744,110.35709242009672,4.39453125,24,18,16,8
473,2004-07-10T18:09:47.024050Z,-9.085589130461482,110.38259595658126,0.48828125,20,17,15,5
474,2004-07-10T18:20:12.401828Z,-8.641032277953467,110.70090857665049,67.87109375,59,37,33,26
475,2004-07-10T18:56:15.188640Z,-8.785221265935533,110.34450039896629,125.48828125,15,12,10,5
476,2004-07-10T19:07:12.300950Z,-6.994647949146331,109.88882591054266,0.48828125,30,21,17,13
477,2004-07-10T19:14:37.989762Z,-9.241750288497814,110.33155290999869,3.41796875,28,21,15,13
478,2004-07-10T19:54:22.651440Z,-9.085589130461482,110.38259595658126,0.48828125,26,22,22,4
479,2004-07-10T20:19:38.375206Z,-9.097603176125963,110.38259192128456,0.48828125,44,36,28,16
480,2004-07-10T20:28:36.076936Z,-9.073579074342291,110.39534155013826,0.48828125,18,12,12,6
481,2004-07-10T23:01:53.638595Z,-9.061574322339746,110.43356860192699,0.48828125,37,29,28,9
482,2004-07-10T23:14:56.843633Z,-8.941393714609973,110.31895937040586,125.48828125,8,5,4,4
483,2004-07-11T02:18:50.593764Z,-9.145644504059273,110.34434341117318,0.48828125,38,25,22,16
484,2004-07-11T02:28:15.024338Z,-8.845243816079185,110.25533978846879,125.48828125,9,5,5,4
485,2004-07-11T15:07:35.992265Z,-8.905276836178917,110.20435714849594,23.92578125,23,14,14,9
486,2004-07-12T02:27:48.541106Z,-8.88102973216958,111.00666620785026,82.51953125,10,7,4,6
487,2004-07-12T05:21:43.500851Z,-8.424118499598203,111.24771718277714,80.56640625,22,12,11,11
488,2004-07-12T10:10:57.169206Z,-9.069986120219268,108.87931668809615,229.00390625,31,25,24,7
489,2004-07-12T13:16:48.032685Z,-8.965142857736893,110.01324591767136,15.13671875,21,12,11,10
490,2004-07-12T17:41:21.903887Z,-8.85693028880885,111.05756749214967,17.08984375,13,7,6,7
491,2004-07-12T20:52:47.707048Z,-8.881362192997363,110.57368683670785,19.04296875,12,7,6,6
492,2004-07-12T22:17:11.990950Z,-7.462761138159105,109.62172547393801,10.25390625,22,14,13,9
493,2004-07-13T00:27:00.148071Z,-8.880319248233132,111.38868308272012,26.85546875,15,9,7,8
494,2004-07-13T06:42:40.236028Z,-7.210398787575012,109.5841783047804,0.48828125,17,11,9,8
495,2004-07-13T09:22:54.198727Z,-8.759622958284265,111.60478648817832,29.78515625,19,12,8,11
496,2004-07-13T11:36:55.520529Z,-8.280435087411517,110.09041500033017,122.55859375,17,12,12,5
497,2004-07-13T13:26:24.864087Z,-8.316194492030467,111.13307604915731,12.20703125,39,23,22,17
498,2004-07-13T18:23:33.677632Z,-7.210347062520692,109.55881602513249,1.46484375,14,8,7,7
499,2004-07-13T19:23:21.055451Z,-8.280642743138776,110.57357683563852,87.40234375,10,6,5,5
500,2004-07-13T19:50:49.755168Z,-8.43563083385215,111.47667254561736,114.74609375,12,7,7,5
501,2004-07-13T21:04:48.441958Z,-8.172495312823393,110.63711495827319,99.12109375,8,5,4,4
502,2004-07-13T21:18:59.493938Z,-8.688901933457213,110.93003981947815,55.17578125,20,12,8,12
503,2004-07-14T05:14:42.752619Z,-9.15766387049912,110.35708258988767,4.39453125,34,25,19,15
504,2004-07-14T06:04:21.439599Z,-8.88136871204466,110.49727755867887,21.97265625,14,9,7,7
505,2004-07-14T09:37:19.838262Z,-9.142641853640336,111.98816639537738,0.48828125,9,5,4,5
506,2004-07-14T13:40:59.801789Z,-8.940966648248912,109.91138710425734,62.98828125,29,18,17,12
507,2004-07-14T15:44:26.997245Z,-8.953419649422196,110.34442795543802,24.90234375,24,16,14,10
508,2004-07-14T20:17:30.262824Z,-8.434454694755594,109.13638455692573,65.91796875,16,11,8,8
509,2004-07-14T21:54:56.899141Z,-8.821134420533054,110.85379522864379,33.69140625,39,27,23,16
510,2004-07-15T01:38:20.617580Z,-5.685347941008134,110.49732250747029,21.97265625,12,9,9,3
511,2004-07-15T04:56:42.814646Z,-8.809282887336828,110.5227436084494,81.54296875,79,54,39,40
512,2004-07-15T12:00:20.603156Z,-8.376742717488609,110.37010628215165,124.51171875,12,7,6,6
513,2004-07-15T12:06:14.266078Z,-9.097555078006405,110.28065289610245,0.48828125,12,9,8,4
514,2004-07-15T20:27:54.047140Z,-8.28057190443961,110.25570558710449,121.58203125,13,9,7,6
515,2004-07-15T20:58:28.629017Z,-8.592531260868155,111.12080013453742,2.44140625,8,5,5,3
516,2004-07-16T15:21:52.506985Z,-8.436788269825113,110.70080371438065,19.04296875,9,6,4,5
517,2004-07-16T17:14:57.379615Z,-10.886513777557749,111.3300099200143,94.23828125,12,9,6,6
518,2004-07-17T01:20:58.722152Z,-7.379057903108837,111.15704150632259,44.43359375,19,16,16,3
519,2004-07-17T06:25:58.174855Z,-8.797245385897682,110.63733082381053,94.23828125,22,13,10,12
520,2004-07-17T17:57:30.989035Z,-8.88109491893089,110.95572850180946,31.73828125,42,24,24,18
521,2004-07-17T18:37:05.629389Z,-8.520882336534978,110.7135692036472,24.90234375,14,9,7,7
522,2004-07-17T18:51:52.704440Z,-9.013512191020949,110.40809896059913,21.97265625,16,11,7,9
523,2004-07-17T20:19:49.850243Z,-8.470952475202067,111.73113696621125,116.69921875,43,26,24,19
524,2004-07-18T03:30:18.075858Z,-8.653046564171717,110.30637517393704,63.96484375,13,7,7,6
525,2004-07-18T04:56:45.017752Z,-8.629066100325858,110.5481870650757,62.98828125,21,11,10,11
526,2004-07-18T07:26:38.326039Z,-8.809183753275903,110.77739065373682,95.21484375,25,16,12,13
527,2004-07-18T08:08:21.098964Z,-8.232528858461157,110.72612796485473,141.11328125,8,5,5,3
528,2004-07-18T11:42:15.633546Z,-9.060969779655844,111.17254057545854,17.08984375,15,10,7,8
529,2004-07-18T16:17:30.864473Z,-7.655284328127261,111.22092817702645,0.48828125,13,7,7,6
530,2004-07-18T17:22:30.666159Z,-8.532909624272166,110.68812970427479,28.80859375,16,8,8,8
531,2004-07-19T14:01:49.867041Z,-8.833160108199593,110.84107356319797,31.73828125,8,5,4,4
532,2004-07-19T18:19:59.403030Z,-9.12162186618697,110.6501926748947,31.73828125,19,14,12,7
533,2004-07-20T02:46:03.863099Z,-8.975129327085135,111.8219306264042,7.32421875,28,22,12,16
534,2004-07-20T10:03:49.179879Z,-8.364547873233938,110.90424589217551,21.97265625,16,8,8,8
535,2004-07-20T16:35:58.625485Z,-9.14501456310041,111.19818330167111,16.11328125,16,9,9,7
536,2004-07-20T18:03:21.648608Z,-8.410343367149565,109.11103816013838,47.36328125,14,9,7,7
537,2004-07-21T11:41:25.871743Z,-6.728560042070206,111.95419500490301,248.53515625,9,5,5,4
538,2004-07-21T12:08:29.539690Z,-9.502883083510234,112.00244280280825,213.37890625,10,7,5,5
539,2004-07-21T13:13:01.278472Z,-9.586375224900522,112.13036477844382,187.98828125,15,12,12,3
540,2004-07-21T13:37:42.337894Z,-7.438682688230022,109.59639806827637,14.16015625,11,6,6,5
541,2004-07-21T15:03:02.397178Z,-9.337893392229796,110.42076315624274,39.55078125,11,8,6,5
542,2004-07-21T17:59:17.941414Z,-9.30185850058411,110.45902088043772,14.16015625,14,9,7,7
